date,region,temp_max_c,precipitation_mm,is_hot_day,is_rainy_day
2024-07-11,Bangkok,33.7,33.6,False,True
2024-07-12,Bangkok,33.8,31.1,False,True
2024-07-13,Bangkok,32.7,0.3,False,False
2024-07-14,Bangkok,33.8,6.4,False,False
2024-07-15,Bangkok,33.0,13.3,False,True
2024-07-16,Bangkok,32.8,3.3,False,False
2024-07-17,Bangkok,31.8,22.4,False,True
2024-07-18,Bangkok,33.1,56.9,False,True
2024-07-19,Bangkok,36.1,2.2,True,False
2024-07-20,Bangkok,35.6,11.7,True,True
2024-07-21,Bangkok,32.2,12.1,False,True
2024-07-22,Bangkok,29.7,2.0,False,False
2024-07-23,Bangkok,32.6,2.1,False,False
2024-07-24,Bangkok,34.5,3.5,False,False
2024-07-25,Bangkok,32.3,6.6,False,False
2024-07-26,Bangkok,32.8,59.3,False,True
2024-07-27,Bangkok,34.0,0.3,False,False
2024-07-28,Bangkok,32.8,23.8,False,True
2024-07-29,Bangkok,34.3,0.8,False,False
2024-07-30,Bangkok,29.3,93.5,False,True
2024-07-31,Bangkok,29.4,1.4,False,False
2024-08-01,Bangkok,32.0,16.4,False,True
2024-08-02,Bangkok,35.8,2.9,True,False
2024-08-03,Bangkok,32.6,1.6,False,False
2024-08-04,Bangkok,31.5,42.7,False,True
2024-08-05,Bangkok,34.0,12.7,False,True
2024-08-06,Bangkok,31.6,31.8,False,True
2024-08-07,Bangkok,30.0,0.4,False,False
2024-08-08,Bangkok,32.4,33.9,False,True
2024-08-09,Bangkok,32.7,13.9,False,True
2024-08-10,Bangkok,31.1,13.7,False,True
2024-08-11,Bangkok,32.2,20.8,False,True
2024-08-12,Bangkok,27.5,7.8,False,False
2024-08-13,Bangkok,28.3,37.3,False,True
2024-08-14,Bangkok,31.4,5.5,False,False
2024-08-15,Bangkok,33.4,25.2,False,True
2024-08-16,Bangkok,34.1,10.4,False,True
2024-08-17,Bangkok,27.9,21.5,False,True
2024-08-18,Bangkok,31.6,0.5,False,False
2024-08-19,Bangkok,32.0,1.8,False,False
2024-08-20,Bangkok,33.5,8.9,False,False
2024-08-21,Bangkok,33.2,7.0,False,False
2024-08-22,Bangkok,35.5,45.7,True,True
2024-08-23,Bangkok,30.2,0.4,False,False
2024-08-24,Bangkok,36.9,7.2,True,False
2024-08-25,Bangkok,29.7,3.5,False,False
2024-08-26,Bangkok,30.4,8.0,False,False
2024-08-27,Bangkok,30.6,37.1,False,True
2024-08-28,Bangkok,34.9,5.8,False,False
2024-08-29,Bangkok,32.5,11.7,False,True
2024-08-30,Bangkok,31.5,4.3,False,False
2024-08-31,Bangkok,29.2,34.9,False,True
2024-09-01,Bangkok,29.8,26.5,False,True
2024-09-02,Bangkok,29.8,0.5,False,False
2024-09-03,Bangkok,30.9,19.3,False,True
2024-09-04,Bangkok,32.4,32.1,False,True
2024-09-05,Bangkok,31.9,37.5,False,True
2024-09-06,Bangkok,32.2,17.7,False,True
2024-09-07,Bangkok,29.0,5.0,False,False
2024-09-08,Bangkok,31.8,13.7,False,True
2024-09-09,Bangkok,27.8,9.1,False,False
2024-09-10,Bangkok,28.7,4.5,False,False
2024-09-11,Bangkok,29.6,23.5,False,True
2024-09-12,Bangkok,30.6,1.1,False,False
2024-09-13,Bangkok,35.9,18.0,True,True
2024-09-14,Bangkok,32.0,5.0,False,False
2024-09-15,Bangkok,33.4,36.2,False,True
2024-09-16,Bangkok,32.7,1.1,False,False
2024-09-17,Bangkok,30.4,1.9,False,False
2024-09-18,Bangkok,32.9,13.5,False,True
2024-09-19,Bangkok,26.4,3.9,False,False
2024-09-20,Bangkok,28.6,0.2,False,False
2024-09-21,Bangkok,30.6,2.0,False,False
2024-09-22,Bangkok,31.5,13.9,False,True
2024-09-23,Bangkok,29.0,13.2,False,True
2024-09-24,Bangkok,34.1,70.7,False,True
2024-09-25,Bangkok,32.9,16.1,False,True
2024-09-26,Bangkok,33.2,5.5,False,False
2024-09-27,Bangkok,31.3,5.6,False,False
2024-09-28,Bangkok,27.6,8.8,False,False
2024-09-29,Bangkok,28.6,0.0,False,False
2024-09-30,Bangkok,32.7,9.3,False,False
2024-10-01,Bangkok,30.2,20.9,False,True
2024-10-02,Bangkok,32.1,28.2,False,True
2024-10-03,Bangkok,31.0,35.8,False,True
2024-10-04,Bangkok,30.0,1.7,False,False
2024-10-05,Bangkok,30.4,4.9,False,False
2024-10-06,Bangkok,31.3,26.8,False,True
2024-10-07,Bangkok,27.2,51.9,False,True
2024-10-08,Bangkok,30.7,33.3,False,True
2024-10-09,Bangkok,31.7,0.5,False,False
2024-10-10,Bangkok,29.2,18.5,False,True
2024-10-11,Bangkok,32.0,4.7,False,False
2024-10-12,Bangkok,29.0,29.9,False,True
2024-10-13,Bangkok,30.7,22.9,False,True
2024-10-14,Bangkok,30.6,8.9,False,False
2024-10-15,Bangkok,31.9,1.4,False,False
2024-10-16,Bangkok,30.8,11.0,False,True
2024-10-17,Bangkok,33.4,1.1,False,False
2024-10-18,Bangkok,33.0,23.2,False,True
2024-10-19,Bangkok,31.9,1.7,False,False
2024-10-20,Bangkok,31.2,5.4,False,False
2024-10-21,Bangkok,32.5,2.7,False,False
2024-10-22,Bangkok,30.0,6.5,False,False
2024-10-23,Bangkok,31.4,2.6,False,False
2024-10-24,Bangkok,32.7,10.3,False,True
2024-10-25,Bangkok,31.7,21.2,False,True
2024-10-26,Bangkok,29.0,47.7,False,True
2024-10-27,Bangkok,32.0,20.0,False,True
2024-10-28,Bangkok,28.8,5.0,False,False
2024-10-29,Bangkok,30.9,5.1,False,False
2024-10-30,Bangkok,31.1,3.6,False,False
2024-10-31,Bangkok,33.9,4.4,False,False
2024-11-01,Bangkok,30.5,1.5,False,False
2024-11-02,Bangkok,34.4,5.9,False,False
2024-11-03,Bangkok,28.6,0.7,False,False
2024-11-04,Bangkok,28.6,0.1,False,False
2024-11-05,Bangkok,30.9,0.3,False,False
2024-11-06,Bangkok,33.6,0.2,False,False
2024-11-07,Bangkok,31.4,1.1,False,False
2024-11-08,Bangkok,31.8,1.0,False,False
2024-11-09,Bangkok,26.5,1.4,False,False
2024-11-10,Bangkok,29.6,2.9,False,False
2024-11-11,Bangkok,27.6,0.4,False,False
2024-11-12,Bangkok,28.4,1.0,False,False
2024-11-13,Bangkok,28.5,1.4,False,False
2024-11-14,Bangkok,28.7,0.1,False,False
2024-11-15,Bangkok,30.3,0.5,False,False
2024-11-16,Bangkok,28.3,5.8,False,False
2024-11-17,Bangkok,29.2,1.1,False,False
2024-11-18,Bangkok,28.1,3.6,False,False
2024-11-19,Bangkok,27.9,2.6,False,False
2024-11-20,Bangkok,28.2,4.4,False,False
2024-11-21,Bangkok,27.5,0.5,False,False
2024-11-22,Bangkok,30.0,0.7,False,False
2024-11-23,Bangkok,26.7,0.1,False,False
2024-11-24,Bangkok,31.9,1.1,False,False
2024-11-25,Bangkok,30.5,0.8,False,False
2024-11-26,Bangkok,31.0,1.0,False,False
2024-11-27,Bangkok,30.9,2.0,False,False
2024-11-28,Bangkok,29.4,1.1,False,False
2024-11-29,Bangkok,29.4,3.2,False,False
2024-11-30,Bangkok,28.1,1.9,False,False
2024-12-01,Bangkok,29.6,1.9,False,False
2024-12-02,Bangkok,28.3,2.5,False,False
2024-12-03,Bangkok,33.9,1.2,False,False
2024-12-04,Bangkok,28.0,4.1,False,False
2024-12-05,Bangkok,28.5,3.0,False,False
2024-12-06,Bangkok,27.4,0.5,False,False
2024-12-07,Bangkok,27.2,4.6,False,False
2024-12-08,Bangkok,27.9,2.5,False,False
2024-12-09,Bangkok,28.3,2.2,False,False
2024-12-10,Bangkok,27.6,1.0,False,False
2024-12-11,Bangkok,28.2,10.0,False,True
2024-12-12,Bangkok,27.6,1.3,False,False
2024-12-13,Bangkok,24.0,0.5,False,False
2024-12-14,Bangkok,28.7,1.4,False,False
2024-12-15,Bangkok,29.7,2.8,False,False
2024-12-16,Bangkok,26.4,0.6,False,False
2024-12-17,Bangkok,28.8,1.7,False,False
2024-12-18,Bangkok,30.0,2.8,False,False
2024-12-19,Bangkok,28.2,1.1,False,False
2024-12-20,Bangkok,27.6,1.2,False,False
2024-12-21,Bangkok,28.3,6.7,False,False
2024-12-22,Bangkok,29.8,2.8,False,False
2024-12-23,Bangkok,28.5,1.7,False,False
2024-12-24,Bangkok,26.1,1.2,False,False
2024-12-25,Bangkok,25.9,1.5,False,False
2024-12-26,Bangkok,29.2,3.3,False,False
2024-12-27,Bangkok,25.2,4.2,False,False
2024-12-28,Bangkok,27.3,2.3,False,False
2024-12-29,Bangkok,26.0,0.4,False,False
2024-12-30,Bangkok,29.4,7.0,False,False
2024-12-31,Bangkok,25.3,2.8,False,False
