po_id,warehouse_id,store_id,transfer_date,receive_date,qty
PO-0205,WH-0003,STORE-0005,2023-11-14,2023-11-16,413
PO-0206,WH-0002,STORE-0010,2023-10-23,2023-10-24,375
PO-0207,WH-0003,STORE-0004,2023-05-24,2023-05-24,247
PO-0207,WH-0003,STORE-0005,2023-05-24,2023-05-25,19
PO-0207,WH-0003,STORE-0002,2023-05-27,2023-05-29,57
PO-0208,WH-0003,STORE-0004,2023-07-04,2023-07-04,72
PO-0208,WH-0003,STORE-0005,2023-07-04,2023-07-05,65
PO-0209,WH-0003,STORE-0010,2023-12-26,2023-12-27,56
PO-0209,WH-0003,STORE-0008,2023-12-29,2023-12-31,18
PO-0209,WH-0003,STORE-0006,2023-12-29,2023-12-31,17
PO-0210,WH-0003,STORE-0001,2024-08-20,2024-08-20,307
PO-0210,WH-0003,STORE-0008,2024-08-22,2024-08-24,135
PO-0211,WH-0002,STORE-0005,2023-02-11,2023-02-12,23
PO-0211,WH-0002,STORE-0006,2023-02-14,2023-02-14,175
PO-0212,WH-0003,STORE-0002,2024-05-17,2024-05-19,173
PO-0212,WH-0003,STORE-0003,2024-05-18,2024-05-18,29
PO-0213,WH-0002,STORE-0005,2023-03-09,2023-03-10,171
PO-0213,WH-0002,STORE-0009,2023-03-11,2023-03-13,22
PO-0213,WH-0002,STORE-0003,2023-03-13,2023-03-13,104
PO-0214,WH-0002,STORE-0008,2023-06-06,2023-06-07,200
PO-0214,WH-0002,STORE-0002,2023-06-08,2023-06-08,51
PO-0214,WH-0002,STORE-0009,2023-06-09,2023-06-09,174
PO-0215,WH-0002,STORE-0009,2024-02-20,2024-02-22,279
PO-0215,WH-0002,STORE-0008,2024-02-20,2024-02-20,16
PO-0215,WH-0002,STORE-0003,2024-02-20,2024-02-20,18
PO-0216,WH-0001,STORE-0003,2023-09-16,2023-09-17,195
PO-0216,WH-0001,STORE-0003,2023-09-18,2023-09-20,85
PO-0217,WH-0001,STORE-0002,2023-03-02,2023-03-02,264
PO-0218,WH-0002,STORE-0005,2023-12-14,2023-12-14,68
PO-0218,WH-0002,STORE-0002,2023-12-15,2023-12-16,18
PO-0218,WH-0002,STORE-0002,2023-12-15,2023-12-15,61
PO-0219,WH-0002,STORE-0002,2024-06-21,2024-06-21,110
PO-0219,WH-0002,STORE-0008,2024-06-21,2024-06-21,194
PO-0220,WH-0001,STORE-0005,2024-06-11,2024-06-13,348
PO-0221,WH-0001,STORE-0010,2023-10-26,2023-10-26,196
PO-0222,WH-0002,STORE-0006,2024-03-24,2024-03-24,422
PO-0223,WH-0002,STORE-0005,2024-01-15,2024-01-17,341
PO-0224,WH-0003,STORE-0010,2024-07-27,2024-07-27,266
PO-0224,WH-0003,STORE-0002,2024-07-27,2024-07-29,42
PO-0225,WH-0001,STORE-0005,2023-10-26,2023-10-26,34
PO-0225,WH-0001,STORE-0002,2023-10-26,2023-10-26,56
PO-0225,WH-0001,STORE-0006,2023-10-29,2023-10-31,20
PO-0226,WH-0001,STORE-0003,2024-02-18,2024-02-19,64
PO-0226,WH-0001,STORE-0007,2024-02-21,2024-02-21,271
PO-0227,WH-0001,STORE-0002,2023-08-04,2023-08-05,170
PO-0227,WH-0001,STORE-0009,2023-08-04,2023-08-04,136
PO-0228,WH-0003,STORE-0009,2023-06-06,2023-06-08,157
PO-0228,WH-0003,STORE-0002,2023-06-06,2023-06-07,158
PO-0229,WH-0003,STORE-0005,2024-06-17,2024-06-18,213
PO-0230,WH-0002,STORE-0009,2023-11-16,2023-11-17,125
PO-0230,WH-0002,STORE-0004,2023-11-18,2023-11-18,229
PO-0230,WH-0002,STORE-0006,2023-11-21,2023-11-21,120
PO-0231,WH-0001,STORE-0002,2024-08-07,2024-08-08,182
PO-0231,WH-0001,STORE-0002,2024-08-10,2024-08-10,43
PO-0231,WH-0001,STORE-0007,2024-08-11,2024-08-12,13
PO-0232,WH-0003,STORE-0006,2024-03-14,2024-03-14,43
PO-0232,WH-0003,STORE-0010,2024-03-16,2024-03-17,112
PO-0232,WH-0003,STORE-0004,2024-03-16,2024-03-17,200
PO-0233,WH-0003,STORE-0010,2024-08-29,2024-08-30,307
PO-0233,WH-0003,STORE-0006,2024-09-01,2024-09-02,41
PO-0234,WH-0003,STORE-0003,2024-02-01,2024-02-02,27
PO-0234,WH-0003,STORE-0002,2024-02-01,2024-02-02,39
PO-0235,WH-0002,STORE-0003,2023-04-29,2023-04-29,170
PO-0235,WH-0002,STORE-0001,2023-04-29,2023-04-29,40
PO-0236,WH-0003,STORE-0007,2023-08-06,2023-08-08,101
PO-0236,WH-0003,STORE-0005,2023-08-08,2023-08-10,49
PO-0236,WH-0003,STORE-0002,2023-08-08,2023-08-10,141
PO-0237,WH-0003,STORE-0008,2023-03-19,2023-03-20,85
PO-0237,WH-0003,STORE-0009,2023-03-21,2023-03-22,71
PO-0238,WH-0003,STORE-0002,2024-05-16,2024-05-17,138
PO-0239,WH-0001,STORE-0008,2023-12-29,2023-12-29,236
PO-0239,WH-0001,STORE-0003,2023-12-29,2023-12-31,126
PO-0240,WH-0003,STORE-0007,2023-10-24,2023-10-24,135
PO-0240,WH-0003,STORE-0007,2023-10-26,2023-10-27,55
PO-0240,WH-0003,STORE-0010,2023-10-26,2023-10-28,12
PO-0241,WH-0003,STORE-0009,2023-08-17,2023-08-19,185
PO-0241,WH-0003,STORE-0009,2023-08-20,2023-08-20,17
PO-0241,WH-0003,STORE-0007,2023-08-20,2023-08-21,10
PO-0242,WH-0002,STORE-0006,2023-10-16,2023-10-17,325
PO-0242,WH-0002,STORE-0001,2023-10-18,2023-10-20,13
PO-0242,WH-0002,STORE-0003,2023-10-18,2023-10-19,58
PO-0243,WH-0003,STORE-0006,2024-01-06,2024-01-07,16
PO-0243,WH-0003,STORE-0006,2024-01-06,2024-01-07,119
PO-0243,WH-0003,STORE-0006,2024-01-09,2024-01-09,63
PO-0244,WH-0002,STORE-0005,2023-03-30,2023-04-01,385
PO-0245,WH-0003,STORE-0002,2023-08-14,2023-08-15,88
PO-0245,WH-0003,STORE-0009,2023-08-15,2023-08-16,12
PO-0245,WH-0003,STORE-0008,2023-08-15,2023-08-17,88
PO-0246,WH-0001,STORE-0005,2023-10-13,2023-10-13,225
PO-0246,WH-0001,STORE-0001,2023-10-16,2023-10-17,160
PO-0246,WH-0001,STORE-0010,2023-10-19,2023-10-20,44
PO-0247,WH-0001,STORE-0002,2023-03-06,2023-03-08,135
PO-0247,WH-0001,STORE-0008,2023-03-07,2023-03-09,15
PO-0247,WH-0001,STORE-0003,2023-03-09,2023-03-11,15
PO-0248,WH-0001,STORE-0008,2023-04-23,2023-04-25,35
PO-0248,WH-0001,STORE-0009,2023-04-23,2023-04-23,66
PO-0249,WH-0002,STORE-0010,2023-01-17,2023-01-18,86
PO-0249,WH-0002,STORE-0010,2023-01-18,2023-01-20,172
PO-0250,WH-0001,STORE-0010,2024-05-18,2024-05-19,34
PO-0250,WH-0001,STORE-0010,2024-05-20,2024-05-22,27
PO-0250,WH-0001,STORE-0007,2024-05-23,2024-05-23,153
PO-0251,WH-0001,STORE-0005,2023-04-17,2023-04-19,323
PO-0252,WH-0002,STORE-0006,2023-07-10,2023-07-10,44
PO-0252,WH-0002,STORE-0007,2023-07-13,2023-07-14,24
PO-0253,WH-0002,STORE-0001,2024-05-29,2024-05-31,102
PO-0253,WH-0002,STORE-0008,2024-05-30,2024-05-30,305
PO-0253,WH-0002,STORE-0005,2024-06-02,2024-06-04,91
PO-0254,WH-0003,STORE-0001,2024-08-18,2024-08-20,170
PO-0254,WH-0003,STORE-0008,2024-08-19,2024-08-19,12
PO-0254,WH-0003,STORE-0003,2024-08-20,2024-08-22,13
PO-0255,WH-0002,STORE-0002,2024-07-22,2024-07-24,173
PO-0255,WH-0002,STORE-0007,2024-07-23,2024-07-24,312
PO-0256,WH-0003,STORE-0010,2023-08-01,2023-08-01,42
PO-0256,WH-0003,STORE-0002,2023-08-04,2023-08-04,40
PO-0256,WH-0003,STORE-0001,2023-08-05,2023-08-05,51
PO-0257,WH-0002,STORE-0007,2023-10-06,2023-10-07,296
PO-0257,WH-0002,STORE-0004,2023-10-06,2023-10-06,131
PO-0258,WH-0003,STORE-0005,2024-08-17,2024-08-18,139
PO-0259,WH-0001,STORE-0001,2024-02-29,2024-02-29,72
PO-0259,WH-0001,STORE-0010,2024-02-29,2024-03-01,11
PO-0259,WH-0001,STORE-0007,2024-02-29,2024-03-01,11
PO-0260,WH-0002,STORE-0004,2023-07-16,2023-07-16,45
PO-0260,WH-0002,STORE-0009,2023-07-16,2023-07-18,132
PO-0261,WH-0003,STORE-0010,2023-09-09,2023-09-09,70
PO-0261,WH-0003,STORE-0006,2023-09-11,2023-09-13,148
PO-0262,WH-0003,STORE-0007,2024-08-14,2024-08-14,130
PO-0262,WH-0003,STORE-0003,2024-08-15,2024-08-15,37
PO-0262,WH-0003,STORE-0008,2024-08-17,2024-08-18,237
PO-0263,WH-0003,STORE-0009,2023-05-12,2023-05-13,135
PO-0263,WH-0003,STORE-0009,2023-05-12,2023-05-13,50
PO-0263,WH-0003,STORE-0004,2023-05-15,2023-05-16,72
PO-0264,WH-0001,STORE-0006,2023-11-30,2023-12-01,193
PO-0264,WH-0001,STORE-0010,2023-11-30,2023-11-30,45
PO-0265,WH-0002,STORE-0005,2023-05-29,2023-05-31,132
PO-0265,WH-0002,STORE-0006,2023-06-01,2023-06-03,168
PO-0265,WH-0002,STORE-0009,2023-06-01,2023-06-01,132
PO-0266,WH-0003,STORE-0005,2024-03-15,2024-03-16,211
PO-0266,WH-0003,STORE-0004,2024-03-15,2024-03-16,226
PO-0267,WH-0003,STORE-0006,2023-08-28,2023-08-30,497
PO-0268,WH-0001,STORE-0002,2024-04-14,2024-04-15,89
PO-0269,WH-0001,STORE-0007,2023-03-17,2023-03-17,95
PO-0269,WH-0001,STORE-0009,2023-03-18,2023-03-18,26
PO-0269,WH-0001,STORE-0007,2023-03-20,2023-03-22,32
PO-0270,WH-0001,STORE-0001,2023-06-28,2023-06-30,24
PO-0270,WH-0001,STORE-0008,2023-06-29,2023-07-01,252
PO-0271,WH-0002,STORE-0004,2024-08-31,2024-09-02,278
PO-0272,WH-0002,STORE-0002,2023-05-29,2023-05-29,52
PO-0272,WH-0002,STORE-0009,2023-05-30,2023-06-01,286
PO-0273,WH-0003,STORE-0006,2023-11-28,2023-11-29,115
PO-0273,WH-0003,STORE-0005,2023-12-01,2023-12-01,18
PO-0273,WH-0003,STORE-0005,2023-12-03,2023-12-03,47
PO-0274,WH-0001,STORE-0007,2023-08-25,2023-08-26,56
PO-0274,WH-0001,STORE-0001,2023-08-26,2023-08-26,210
PO-0275,WH-0002,STORE-0004,2024-07-12,2024-07-13,291
PO-0276,WH-0002,STORE-0010,2023-07-20,2023-07-21,241
PO-0277,WH-0003,STORE-0006,2024-04-13,2024-04-13,399
PO-0278,WH-0003,STORE-0009,2023-06-01,2023-06-02,110
PO-0279,WH-0001,STORE-0004,2024-02-19,2024-02-21,70
PO-0279,WH-0001,STORE-0005,2024-02-20,2024-02-21,107
PO-0279,WH-0001,STORE-0007,2024-02-23,2024-02-23,300
PO-0280,WH-0001,STORE-0004,2023-11-14,2023-11-15,267
PO-0281,WH-0003,STORE-0003,2023-09-21,2023-09-21,114
PO-0281,WH-0003,STORE-0005,2023-09-23,2023-09-23,77
PO-0282,WH-0001,STORE-0010,2023-04-30,2023-05-02,364
PO-0283,WH-0003,STORE-0008,2023-09-10,2023-09-10,354
PO-0284,WH-0003,STORE-0004,2023-02-26,2023-02-28,185
PO-0284,WH-0003,STORE-0007,2023-03-01,2023-03-03,55
PO-0284,WH-0003,STORE-0002,2023-03-03,2023-03-03,15
PO-0285,WH-0002,STORE-0004,2023-08-27,2023-08-28,121
PO-0286,WH-0003,STORE-0001,2023-09-13,2023-09-13,316
PO-0286,WH-0003,STORE-0010,2023-09-15,2023-09-16,18
PO-0286,WH-0003,STORE-0007,2023-09-17,2023-09-19,11
PO-0287,WH-0002,STORE-0001,2023-12-03,2023-12-05,388
PO-0288,WH-0001,STORE-0008,2023-11-11,2023-11-12,267
PO-0288,WH-0001,STORE-0003,2023-11-14,2023-11-14,85
PO-0289,WH-0003,STORE-0003,2024-03-26,2024-03-27,120
PO-0289,WH-0003,STORE-0001,2024-03-26,2024-03-26,50
PO-0289,WH-0003,STORE-0005,2024-03-29,2024-03-31,56
PO-0290,WH-0001,STORE-0010,2024-02-11,2024-02-12,144
PO-0290,WH-0001,STORE-0007,2024-02-13,2024-02-13,262
PO-0291,WH-0001,STORE-0009,2023-11-14,2023-11-16,87
PO-0291,WH-0001,STORE-0004,2023-11-17,2023-11-17,23
PO-0291,WH-0001,STORE-0004,2023-11-17,2023-11-17,182
PO-0292,WH-0002,STORE-0008,2023-11-19,2023-11-20,20
PO-0292,WH-0002,STORE-0008,2023-11-19,2023-11-19,59
PO-0293,WH-0002,STORE-0008,2024-08-06,2024-08-07,153
PO-0293,WH-0002,STORE-0002,2024-08-09,2024-08-11,21
PO-0294,WH-0001,STORE-0002,2023-04-02,2023-04-02,97
PO-0295,WH-0001,STORE-0009,2023-03-01,2023-03-02,358
PO-0296,WH-0001,STORE-0010,2023-07-27,2023-07-27,279
PO-0296,WH-0001,STORE-0002,2023-07-30,2023-07-30,127
PO-0296,WH-0001,STORE-0002,2023-08-02,2023-08-03,14
PO-0297,WH-0001,STORE-0002,2024-05-13,2024-05-14,184
PO-0297,WH-0001,STORE-0010,2024-05-15,2024-05-15,21
PO-0298,WH-0002,STORE-0002,2023-08-11,2023-08-12,432
PO-0299,WH-0003,STORE-0010,2023-09-22,2023-09-24,78
PO-0299,WH-0003,STORE-0006,2023-09-22,2023-09-22,175
PO-0300,WH-0002,STORE-0004,2023-12-13,2023-12-13,76
PO-0300,WH-0002,STORE-0006,2023-12-15,2023-12-15,212
PO-0301,WH-0003,STORE-0002,2023-11-21,2023-11-22,205
PO-0301,WH-0003,STORE-0004,2023-11-23,2023-11-24,32
PO-0301,WH-0003,STORE-0001,2023-11-23,2023-11-23,67
PO-0302,WH-0002,STORE-0003,2024-05-11,2024-05-11,82
PO-0302,WH-0002,STORE-0008,2024-05-13,2024-05-14,72
PO-0303,WH-0002,STORE-0006,2023-03-02,2023-03-04,77
PO-0303,WH-0002,STORE-0009,2023-03-02,2023-03-02,198
PO-0303,WH-0002,STORE-0008,2023-03-05,2023-03-06,154
PO-0304,WH-0002,STORE-0007,2024-08-03,2024-08-03,163
PO-0304,WH-0002,STORE-0006,2024-08-06,2024-08-08,38
PO-0305,WH-0003,STORE-0002,2023-09-04,2023-09-04,228
PO-0305,WH-0003,STORE-0008,2023-09-06,2023-09-08,77
PO-0306,WH-0002,STORE-0003,2023-12-21,2023-12-22,375
PO-0306,WH-0002,STORE-0008,2023-12-21,2023-12-22,19
PO-0306,WH-0002,STORE-0008,2023-12-21,2023-12-22,26
PO-0307,WH-0003,STORE-0005,2024-04-23,2024-04-23,136
PO-0308,WH-0003,STORE-0009,2024-05-22,2024-05-22,34
PO-0308,WH-0003,STORE-0009,2024-05-22,2024-05-22,344
PO-0309,WH-0001,STORE-0010,2023-02-08,2023-02-09,247
PO-0309,WH-0001,STORE-0005,2023-02-10,2023-02-12,194
PO-0310,WH-0002,STORE-0008,2023-08-29,2023-08-29,17
PO-0310,WH-0002,STORE-0001,2023-08-30,2023-08-30,22
PO-0310,WH-0002,STORE-0005,2023-09-02,2023-09-03,15
PO-0311,WH-0001,STORE-0006,2024-01-22,2024-01-22,145
PO-0311,WH-0001,STORE-0002,2024-01-23,2024-01-25,57
PO-0311,WH-0001,STORE-0002,2024-01-25,2024-01-26,95
PO-0312,WH-0003,STORE-0002,2023-01-19,2023-01-19,56
PO-0313,WH-0003,STORE-0007,2023-10-21,2023-10-23,245
PO-0313,WH-0003,STORE-0010,2023-10-24,2023-10-26,29
PO-0313,WH-0003,STORE-0007,2023-10-26,2023-10-27,33
PO-0314,WH-0003,STORE-0001,2024-03-31,2024-03-31,104
PO-0315,WH-0002,STORE-0004,2023-06-10,2023-06-10,319
PO-0316,WH-0002,STORE-0004,2023-10-18,2023-10-19,47
PO-0316,WH-0002,STORE-0002,2023-10-19,2023-10-20,194
PO-0317,WH-0001,STORE-0007,2024-08-08,2024-08-08,203
PO-0318,WH-0001,STORE-0008,2023-02-06,2023-02-07,243
PO-0319,WH-0003,STORE-0010,2023-01-25,2023-01-25,305
PO-0320,WH-0001,STORE-0001,2023-12-20,2023-12-21,210
PO-0320,WH-0001,STORE-0002,2023-12-20,2023-12-22,110
PO-0321,WH-0001,STORE-0001,2023-08-20,2023-08-21,158
PO-0321,WH-0001,STORE-0008,2023-08-23,2023-08-25,135
PO-0322,WH-0002,STORE-0001,2023-10-28,2023-10-30,141
PO-0323,WH-0002,STORE-0009,2023-01-25,2023-01-25,171
PO-0323,WH-0002,STORE-0007,2023-01-27,2023-01-28,264
PO-0324,WH-0002,STORE-0008,2023-03-29,2023-03-31,98
PO-0324,WH-0002,STORE-0001,2023-04-01,2023-04-01,75
PO-0325,WH-0003,STORE-0006,2024-07-15,2024-07-16,250
PO-0325,WH-0003,STORE-0004,2024-07-16,2024-07-18,139
PO-0325,WH-0003,STORE-0010,2024-07-18,2024-07-20,65
PO-0326,WH-0001,STORE-0007,2023-04-03,2023-04-04,77
PO-0327,WH-0002,STORE-0004,2023-03-27,2023-03-28,328
PO-0327,WH-0002,STORE-0008,2023-03-27,2023-03-27,26
PO-0328,WH-0003,STORE-0010,2023-02-13,2023-02-14,301
PO-0329,WH-0003,STORE-0004,2024-01-30,2024-01-30,165
PO-0329,WH-0003,STORE-0001,2024-01-30,2024-01-31,223
PO-0330,WH-0002,STORE-0003,2023-11-16,2023-11-18,30
PO-0330,WH-0002,STORE-0002,2023-11-16,2023-11-17,62
PO-0331,WH-0001,STORE-0004,2023-06-23,2023-06-23,234
PO-0332,WH-0001,STORE-0006,2023-11-23,2023-11-23,53
PO-0332,WH-0001,STORE-0003,2023-11-25,2023-11-27,49
PO-0333,WH-0001,STORE-0008,2024-03-27,2024-03-27,234
PO-0333,WH-0001,STORE-0010,2024-03-27,2024-03-29,60
PO-0333,WH-0001,STORE-0009,2024-03-27,2024-03-27,18
PO-0334,WH-0002,STORE-0002,2023-04-12,2023-04-12,355
PO-0335,WH-0003,STORE-0005,2024-02-04,2024-02-06,248
PO-0336,WH-0001,STORE-0002,2024-08-02,2024-08-02,103
PO-0336,WH-0001,STORE-0003,2024-08-04,2024-08-04,15
PO-0336,WH-0001,STORE-0008,2024-08-05,2024-08-06,18
PO-0337,WH-0001,STORE-0006,2023-05-31,2023-06-01,302
PO-0338,WH-0002,STORE-0006,2024-03-29,2024-03-31,297
PO-0339,WH-0002,STORE-0003,2023-09-23,2023-09-25,135
PO-0339,WH-0002,STORE-0004,2023-09-26,2023-09-26,219
PO-0340,WH-0003,STORE-0008,2023-04-26,2023-04-28,239
PO-0340,WH-0003,STORE-0001,2023-04-28,2023-04-29,13
PO-0341,WH-0003,STORE-0009,2024-02-11,2024-02-11,275
PO-0342,WH-0002,STORE-0003,2023-05-28,2023-05-29,215
PO-0342,WH-0002,STORE-0007,2023-05-28,2023-05-28,190
PO-0343,WH-0002,STORE-0009,2023-07-10,2023-07-11,333
PO-0343,WH-0002,STORE-0009,2023-07-13,2023-07-14,61
PO-0343,WH-0002,STORE-0006,2023-07-15,2023-07-15,32
PO-0344,WH-0002,STORE-0007,2024-08-29,2024-08-30,47
PO-0344,WH-0002,STORE-0010,2024-08-30,2024-09-01,149
PO-0344,WH-0002,STORE-0006,2024-09-02,2024-09-04,46
PO-0345,WH-0003,STORE-0002,2024-01-14,2024-01-14,152
PO-0346,WH-0002,STORE-0009,2023-07-19,2023-07-21,18
PO-0346,WH-0002,STORE-0004,2023-07-21,2023-07-21,45
PO-0347,WH-0002,STORE-0003,2023-08-14,2023-08-14,397
PO-0347,WH-0002,STORE-0009,2023-08-14,2023-08-16,66
PO-0347,WH-0002,STORE-0004,2023-08-16,2023-08-17,12
PO-0348,WH-0001,STORE-0006,2024-05-31,2024-06-01,25
PO-0348,WH-0001,STORE-0001,2024-06-02,2024-06-04,41
PO-0348,WH-0001,STORE-0008,2024-06-02,2024-06-03,107
PO-0349,WH-0002,STORE-0010,2024-03-25,2024-03-27,130
PO-0349,WH-0002,STORE-0006,2024-03-26,2024-03-27,149
PO-0350,WH-0003,STORE-0003,2024-08-30,2024-09-01,303
PO-0350,WH-0003,STORE-0004,2024-09-02,2024-09-02,143
PO-0350,WH-0003,STORE-0009,2024-09-04,2024-09-06,49
PO-0351,WH-0001,STORE-0003,2023-02-23,2023-02-25,60
PO-0351,WH-0001,STORE-0007,2023-02-26,2023-02-26,294
PO-0352,WH-0001,STORE-0003,2023-05-08,2023-05-09,135
PO-0353,WH-0002,STORE-0009,2024-08-12,2024-08-13,199
PO-0353,WH-0002,STORE-0005,2024-08-15,2024-08-17,236
PO-0354,WH-0003,STORE-0008,2023-04-23,2023-04-25,122
PO-0354,WH-0003,STORE-0003,2023-04-26,2023-04-28,15
PO-0354,WH-0003,STORE-0008,2023-04-27,2023-04-29,26
PO-0355,WH-0002,STORE-0009,2024-08-08,2024-08-10,163
PO-0356,WH-0002,STORE-0008,2024-05-04,2024-05-04,243
PO-0356,WH-0002,STORE-0002,2024-05-05,2024-05-07,104
PO-0356,WH-0002,STORE-0002,2024-05-08,2024-05-08,56
PO-0357,WH-0001,STORE-0009,2023-02-06,2023-02-06,20
PO-0357,WH-0001,STORE-0005,2023-02-06,2023-02-07,105
PO-0357,WH-0001,STORE-0005,2023-02-08,2023-02-09,137
PO-0358,WH-0001,STORE-0010,2023-05-13,2023-05-14,209
PO-0359,WH-0003,STORE-0003,2024-06-28,2024-06-30,37
PO-0359,WH-0003,STORE-0001,2024-07-01,2024-07-01,62
PO-0360,WH-0001,STORE-0007,2024-04-16,2024-04-17,72
PO-0361,WH-0003,STORE-0007,2023-02-02,2023-02-03,182
PO-0361,WH-0003,STORE-0009,2023-02-03,2023-02-05,45
PO-0361,WH-0003,STORE-0008,2023-02-06,2023-02-08,169
PO-0362,WH-0002,STORE-0006,2023-09-20,2023-09-20,131
PO-0363,WH-0003,STORE-0006,2024-04-24,2024-04-26,212
PO-0363,WH-0003,STORE-0008,2024-04-24,2024-04-26,160
PO-0364,WH-0002,STORE-0001,2024-03-27,2024-03-29,52
PO-0364,WH-0002,STORE-0002,2024-03-29,2024-03-31,81
PO-0364,WH-0002,STORE-0004,2024-03-29,2024-03-31,18
PO-0365,WH-0003,STORE-0008,2024-02-08,2024-02-10,58
PO-0365,WH-0003,STORE-0009,2024-02-08,2024-02-08,25
PO-0365,WH-0003,STORE-0005,2024-02-08,2024-02-08,72
PO-0366,WH-0001,STORE-0002,2023-03-20,2023-03-22,66
PO-0366,WH-0001,STORE-0010,2023-03-22,2023-03-22,35
PO-0366,WH-0001,STORE-0001,2023-03-25,2023-03-26,44
PO-0367,WH-0002,STORE-0001,2024-04-18,2024-04-20,320
PO-0368,WH-0002,STORE-0002,2024-02-15,2024-02-15,21
PO-0368,WH-0002,STORE-0005,2024-02-16,2024-02-16,87
PO-0369,WH-0003,STORE-0005,2023-07-09,2023-07-10,88
PO-0369,WH-0003,STORE-0001,2023-07-10,2023-07-12,276
PO-0370,WH-0002,STORE-0001,2023-05-26,2023-05-27,206
PO-0371,WH-0002,STORE-0003,2023-06-06,2023-06-07,355
PO-0372,WH-0001,STORE-0001,2024-03-15,2024-03-15,71
PO-0372,WH-0001,STORE-0010,2024-03-16,2024-03-18,334
PO-0373,WH-0002,STORE-0009,2024-07-29,2024-07-30,106
PO-0373,WH-0002,STORE-0005,2024-07-29,2024-07-29,15
PO-0374,WH-0002,STORE-0002,2023-03-06,2023-03-07,62
PO-0374,WH-0002,STORE-0007,2023-03-06,2023-03-08,57
PO-0375,WH-0002,STORE-0009,2024-08-10,2024-08-12,259
PO-0376,WH-0001,STORE-0003,2024-04-11,2024-04-12,339
PO-0377,WH-0002,STORE-0004,2023-10-30,2023-10-30,266
PO-0377,WH-0002,STORE-0009,2023-11-01,2023-11-01,59
PO-0378,WH-0003,STORE-0008,2024-08-17,2024-08-17,294
PO-0378,WH-0003,STORE-0010,2024-08-17,2024-08-18,24
PO-0378,WH-0003,STORE-0001,2024-08-18,2024-08-18,13
PO-0379,WH-0003,STORE-0007,2023-05-06,2023-05-07,138
PO-0379,WH-0003,STORE-0010,2023-05-07,2023-05-09,333
PO-0380,WH-0002,STORE-0009,2023-02-27,2023-03-01,329
PO-0381,WH-0001,STORE-0002,2023-04-29,2023-04-29,111
PO-0381,WH-0001,STORE-0007,2023-05-01,2023-05-01,91
PO-0382,WH-0001,STORE-0005,2024-04-13,2024-04-15,172
PO-0382,WH-0001,STORE-0004,2024-04-16,2024-04-18,44
PO-0382,WH-0001,STORE-0006,2024-04-18,2024-04-18,58
PO-0383,WH-0003,STORE-0003,2023-09-07,2023-09-09,18
PO-0383,WH-0003,STORE-0008,2023-09-07,2023-09-07,321
PO-0383,WH-0003,STORE-0003,2023-09-07,2023-09-08,63
PO-0384,WH-0001,STORE-0002,2024-03-21,2024-03-23,51
PO-0384,WH-0001,STORE-0008,2024-03-21,2024-03-23,400
PO-0385,WH-0001,STORE-0006,2023-03-15,2023-03-16,163
PO-0385,WH-0001,STORE-0001,2023-03-16,2023-03-16,30
PO-0386,WH-0003,STORE-0001,2023-12-12,2023-12-12,237
PO-0386,WH-0003,STORE-0005,2023-12-12,2023-12-14,106
PO-0387,WH-0003,STORE-0010,2023-04-13,2023-04-15,80
PO-0388,WH-0002,STORE-0008,2023-05-24,2023-05-25,69
PO-0388,WH-0002,STORE-0008,2023-05-24,2023-05-26,45
PO-0388,WH-0002,STORE-0001,2023-05-25,2023-05-25,63
PO-0389,WH-0003,STORE-0010,2023-09-27,2023-09-29,300
PO-0390,WH-0001,STORE-0004,2023-10-18,2023-10-20,281
PO-0391,WH-0002,STORE-0003,2024-03-01,2024-03-03,405
PO-0392,WH-0003,STORE-0010,2024-04-21,2024-04-21,51
PO-0393,WH-0003,STORE-0001,2023-04-22,2023-04-24,485
PO-0394,WH-0002,STORE-0001,2024-02-20,2024-02-21,242
PO-0394,WH-0002,STORE-0007,2024-02-20,2024-02-21,30
PO-0394,WH-0002,STORE-0002,2024-02-22,2024-02-24,31
PO-0395,WH-0002,STORE-0001,2023-12-24,2023-12-26,274
PO-0395,WH-0002,STORE-0001,2023-12-25,2023-12-26,65
PO-0396,WH-0001,STORE-0001,2023-02-23,2023-02-24,30
PO-0396,WH-0001,STORE-0002,2023-02-24,2023-02-26,15
PO-0396,WH-0001,STORE-0004,2023-02-24,2023-02-26,13
PO-0397,WH-0001,STORE-0004,2024-04-06,2024-04-06,153
PO-0398,WH-0002,STORE-0001,2023-11-11,2023-11-12,22
PO-0398,WH-0002,STORE-0001,2023-11-14,2023-11-16,75
PO-0399,WH-0002,STORE-0008,2023-04-03,2023-04-03,16
PO-0399,WH-0002,STORE-0001,2023-04-05,2023-04-06,60
PO-0400,WH-0001,STORE-0010,2023-09-08,2023-09-09,410
PO-0401,WH-0002,STORE-0002,2024-05-08,2024-05-08,41
PO-0401,WH-0002,STORE-0006,2024-05-08,2024-05-10,58
PO-0401,WH-0002,STORE-0003,2024-05-08,2024-05-08,66
PO-0402,WH-0002,STORE-0010,2023-01-14,2023-01-16,468
PO-0403,WH-0001,STORE-0001,2023-05-26,2023-05-28,246
PO-0404,WH-0001,STORE-0002,2023-04-25,2023-04-27,61
PO-0404,WH-0001,STORE-0004,2023-04-28,2023-04-30,59
PO-0405,WH-0001,STORE-0007,2023-06-01,2023-06-03,39
PO-0405,WH-0001,STORE-0006,2023-06-01,2023-06-03,15
