po_id,product_id,store_id,expire_date,expired_qty,cost_per_unit,loss_value_thb,reason
PO-0323,SKU-0019,STORE-0007,2023-02-21,11,29.65,326.15,demand_lower_than_expected
PO-0324,SKU-0073,STORE-0005,2023-04-09,10,8.13,81.3,no_markdown_applied
PO-0325,SKU-0018,STORE-0010,2024-07-21,20,57.59,1151.8,no_markdown_applied
PO-0326,SKU-0045,STORE-0001,2023-05-01,3,63.24,189.72,demand_lower_than_expected
PO-0327,SKU-0079,STORE-0002,2023-05-25,5,4.49,22.45,demand_lower_than_expected
PO-0328,SKU-0058,STORE-0008,2023-02-26,11,22.39,246.29,late_markdown
PO-0329,SKU-0075,STORE-0007,2024-03-28,5,44.06,220.3,demand_lower_than_expected
PO-0330,SKU-0010,STORE-0006,2024-01-12,3,16.34,49.02,demand_lower_than_expected
PO-0331,SKU-0041,STORE-0004,2023-08-19,2,42.24,84.48,demand_lower_than_expected
PO-0333,SKU-0072,STORE-0007,2025-03-26,4,17.57,70.28,no_markdown_applied
PO-0334,SKU-0012,STORE-0003,2024-04-08,8,48.91,391.28,late_markdown
PO-0335,SKU-0053,STORE-0005,2024-04-01,5,14.87,74.35,no_markdown_applied
PO-0336,SKU-0067,STORE-0010,2024-08-30,7,14.28,99.96,late_markdown
PO-0337,SKU-0035,STORE-0004,2023-07-28,1,30.12,30.12,late_markdown
PO-0338,SKU-0039,STORE-0001,2025-03-27,12,8.93,107.16,no_markdown_applied
PO-0339,SKU-0064,STORE-0010,2023-09-27,8,82.57,660.56,late_markdown
PO-0340,SKU-0001,STORE-0008,2023-06-23,4,33.33,133.32,demand_lower_than_expected
PO-0341,SKU-0043,STORE-0008,2025-02-07,19,72.07,1369.33,demand_lower_than_expected
PO-0342,SKU-0078,STORE-0006,2023-07-25,25,44.57,1114.25,late_markdown
PO-0343,SKU-0038,STORE-0005,2023-07-16,10,39.59,395.9,demand_lower_than_expected
PO-0344,SKU-0042,STORE-0008,2024-09-09,3,7.05,21.15,no_markdown_applied
PO-0345,SKU-0073,STORE-0004,2024-01-26,16,8.22,131.52,late_markdown
PO-0346,SKU-0071,STORE-0001,2023-07-30,2,56.8,113.6,demand_lower_than_expected
PO-0347,SKU-0038,STORE-0008,2023-08-19,6,39.55,237.3,no_markdown_applied
PO-0348,SKU-0039,STORE-0003,2025-05-30,9,6.95,62.55,late_markdown
PO-0349,SKU-0010,STORE-0006,2024-05-22,8,22.67,181.36,no_markdown_applied
PO-0350,SKU-0065,STORE-0009,2024-09-10,51,8.59,438.09,no_markdown_applied
PO-0351,SKU-0069,STORE-0003,2023-02-28,9,38.61,347.49,demand_lower_than_expected
PO-0352,SKU-0046,STORE-0002,2023-05-13,4,19.66,78.64,demand_lower_than_expected
PO-0353,SKU-0052,STORE-0009,2024-09-10,4,4.35,17.4,late_markdown
PO-0355,SKU-0074,STORE-0009,2024-09-04,1,17.9,17.9,no_markdown_applied
PO-0356,SKU-0076,STORE-0006,2024-05-17,27,78.24,2112.48,no_markdown_applied
PO-0357,SKU-0038,STORE-0007,2023-02-11,7,43.48,304.36,no_markdown_applied
PO-0358,SKU-0045,STORE-0002,2023-06-11,8,72.38,579.04,late_markdown
PO-0359,SKU-0061,STORE-0009,2024-08-25,5,12.74,63.7,demand_lower_than_expected
PO-0360,SKU-0039,STORE-0003,2025-04-15,5,9.04,45.2,no_markdown_applied
PO-0361,SKU-0014,STORE-0004,2023-03-02,26,11.4,296.4,no_markdown_applied
PO-0362,SKU-0071,STORE-0006,2023-10-01,3,42.96,128.88,late_markdown
PO-0363,SKU-0052,STORE-0002,2024-05-23,5,4.02,20.1,no_markdown_applied
PO-0364,SKU-0079,STORE-0010,2024-05-25,4,4.61,18.44,no_markdown_applied
PO-0366,SKU-0069,STORE-0004,2023-03-24,4,33.91,135.64,no_markdown_applied
PO-0367,SKU-0063,STORE-0003,2024-04-23,10,9.62,96.2,late_markdown
PO-0368,SKU-0076,STORE-0004,2024-02-27,5,72.56,362.8,no_markdown_applied
PO-0369,SKU-0039,STORE-0005,2024-07-07,26,8.21,213.46,demand_lower_than_expected
PO-0370,SKU-0031,STORE-0004,2023-11-21,8,42.49,339.92,demand_lower_than_expected
PO-0371,SKU-0054,STORE-0004,2023-08-03,1,6.52,6.52,late_markdown
PO-0372,SKU-0069,STORE-0009,2024-03-20,15,43.46,651.9,no_markdown_applied
PO-0373,SKU-0037,STORE-0009,2024-08-25,3,44.23,132.69,late_markdown
PO-0374,SKU-0063,STORE-0006,2023-03-10,7,6.73,47.11,late_markdown
PO-0375,SKU-0064,STORE-0001,2024-08-15,7,85.1,595.7,demand_lower_than_expected
PO-0376,SKU-0011,STORE-0010,2024-06-07,14,10.19,142.66,demand_lower_than_expected
PO-0377,SKU-0029,STORE-0005,2024-10-28,6,32.58,195.48,demand_lower_than_expected
PO-0378,SKU-0064,STORE-0010,2024-08-22,8,78.63,629.04,no_markdown_applied
PO-0379,SKU-0070,STORE-0004,2023-05-10,30,64.12,1923.6,late_markdown
PO-0380,SKU-0057,STORE-0003,2023-03-28,4,6.82,27.28,late_markdown
PO-0381,SKU-0032,STORE-0010,2023-06-27,3,11.76,35.28,late_markdown
PO-0382,SKU-0012,STORE-0009,2025-04-11,8,54.85,438.8,demand_lower_than_expected
PO-0383,SKU-0076,STORE-0009,2023-09-19,14,72.66,1017.24,late_markdown
PO-0384,SKU-0018,STORE-0009,2024-03-25,31,40.2,1246.2,no_markdown_applied
PO-0385,SKU-0069,STORE-0004,2023-03-20,4,37.9,151.6,no_markdown_applied
PO-0386,SKU-0038,STORE-0006,2023-12-18,3,32.21,96.63,late_markdown
PO-0387,SKU-0053,STORE-0009,2023-06-11,1,16.2,16.2,late_markdown
PO-0388,SKU-0017,STORE-0005,2023-05-30,18,6.55,117.9,no_markdown_applied
PO-0389,SKU-0051,STORE-0007,2024-03-23,32,8.28,264.96,demand_lower_than_expected
PO-0390,SKU-0049,STORE-0010,2023-11-14,8,28.9,231.2,no_markdown_applied
PO-0391,SKU-0036,STORE-0005,2024-03-28,12,22.19,266.28,late_markdown
PO-0392,SKU-0075,STORE-0004,2024-06-18,1,54.93,54.93,late_markdown
PO-0393,SKU-0046,STORE-0004,2023-04-26,29,14.55,421.95,demand_lower_than_expected
PO-0394,SKU-0028,STORE-0010,2024-03-18,2,8.88,17.76,late_markdown
PO-0395,SKU-0017,STORE-0010,2023-12-29,17,9.2,156.4,late_markdown
PO-0397,SKU-0055,STORE-0009,2024-05-05,9,57.75,519.75,no_markdown_applied
PO-0398,SKU-0036,STORE-0004,2023-12-10,3,19.73,59.19,late_markdown
PO-0399,SKU-0022,STORE-0005,2023-04-16,4,4.49,17.96,late_markdown
PO-0400,SKU-0012,STORE-0007,2024-09-04,4,37.72,150.88,demand_lower_than_expected
PO-0401,SKU-0076,STORE-0007,2024-05-20,10,78.95,789.5,demand_lower_than_expected
PO-0402,SKU-0044,STORE-0010,2024-01-12,12,42.58,510.96,demand_lower_than_expected
PO-0403,SKU-0030,STORE-0010,2023-06-08,3,10.56,31.68,demand_lower_than_expected
PO-0404,SKU-0039,STORE-0006,2024-04-22,10,7.44,74.4,no_markdown_applied
PO-0405,SKU-0073,STORE-0010,2023-06-13,5,8.29,41.45,no_markdown_applied
PO-0406,SKU-0028,STORE-0005,2024-05-02,2,11.15,22.3,no_markdown_applied
PO-0407,SKU-0013,STORE-0006,2024-04-17,6,52.34,314.04,demand_lower_than_expected
PO-0408,SKU-0041,STORE-0002,2024-04-05,4,43.06,172.24,no_markdown_applied
PO-0409,SKU-0077,STORE-0009,2023-04-09,4,57.45,229.8,no_markdown_applied
PO-0410,SKU-0039,STORE-0006,2024-02-09,14,7.94,111.16,late_markdown
PO-0411,SKU-0038,STORE-0008,2023-08-02,9,28.54,256.86,late_markdown
PO-0412,SKU-0031,STORE-0001,2024-11-25,24,55.39,1329.36,demand_lower_than_expected
PO-0413,SKU-0041,STORE-0010,2024-08-25,1,49.17,49.17,demand_lower_than_expected
PO-0414,SKU-0023,STORE-0009,2024-05-12,23,77.15,1774.45,late_markdown
PO-0415,SKU-0002,STORE-0008,2023-02-28,5,11.35,56.75,late_markdown
PO-0416,SKU-0065,STORE-0003,2024-03-07,39,7.56,294.84,demand_lower_than_expected
PO-0417,SKU-0069,STORE-0007,2024-02-26,6,38.23,229.38,late_markdown
PO-0419,SKU-0076,STORE-0007,2024-07-24,23,88.03,2024.69,no_markdown_applied
PO-0420,SKU-0056,STORE-0010,2023-05-14,5,15.96,79.8,no_markdown_applied
PO-0421,SKU-0056,STORE-0010,2023-05-05,1,12.83,12.83,no_markdown_applied
PO-0422,SKU-0023,STORE-0008,2023-05-03,11,60.07,660.77,late_markdown
PO-0423,SKU-0045,STORE-0010,2023-02-15,8,78.87,630.96,late_markdown
PO-0424,SKU-0017,STORE-0009,2023-10-04,26,8.93,232.18,demand_lower_than_expected
PO-0425,SKU-0004,STORE-0006,2023-05-22,7,21.06,147.42,late_markdown
PO-0426,SKU-0074,STORE-0010,2024-07-23,2,14.67,29.34,late_markdown
PO-0427,SKU-0064,STORE-0007,2024-06-21,8,80.72,645.76,demand_lower_than_expected
PO-0428,SKU-0014,STORE-0002,2023-07-17,15,10.8,162.0,late_markdown
PO-0429,SKU-0001,STORE-0003,2023-11-03,1,42.41,42.41,demand_lower_than_expected
PO-0430,SKU-0047,STORE-0009,2023-09-17,1,9.45,9.45,late_markdown
PO-0431,SKU-0054,STORE-0002,2023-04-17,1,7.21,7.21,no_markdown_applied
PO-0432,SKU-0010,STORE-0010,2024-01-29,12,17.26,207.12,no_markdown_applied
PO-0433,SKU-0067,STORE-0005,2023-03-29,2,15.96,31.92,no_markdown_applied
PO-0434,SKU-0040,STORE-0010,2024-10-24,5,10.54,52.7,late_markdown
PO-0435,SKU-0038,STORE-0003,2023-01-23,9,41.13,370.17,demand_lower_than_expected
PO-0436,SKU-0076,STORE-0004,2023-09-29,13,96.77,1258.01,no_markdown_applied
PO-0437,SKU-0032,STORE-0004,2024-09-25,1,7.63,7.63,late_markdown
PO-0438,SKU-0045,STORE-0002,2023-03-01,15,90.87,1363.05,late_markdown
PO-0439,SKU-0049,STORE-0004,2024-01-11,25,40.33,1008.25,late_markdown
PO-0440,SKU-0031,STORE-0010,2023-10-19,15,51.78,776.7,late_markdown
PO-0441,SKU-0012,STORE-0007,2024-06-07,1,56.1,56.1,demand_lower_than_expected
PO-0442,SKU-0048,STORE-0004,2024-05-10,7,16.09,112.63,late_markdown
PO-0443,SKU-0018,STORE-0005,2024-08-27,11,53.84,592.24,demand_lower_than_expected
PO-0444,SKU-0017,STORE-0007,2024-08-13,8,7.09,56.72,no_markdown_applied
PO-0445,SKU-0042,STORE-0010,2024-03-05,1,7.7,7.7,demand_lower_than_expected
PO-0446,SKU-0075,STORE-0002,2023-05-22,1,39.06,39.06,late_markdown
PO-0447,SKU-0053,STORE-0005,2024-06-13,1,13.35,13.35,late_markdown
PO-0448,SKU-0034,STORE-0005,2025-04-13,4,8.17,32.68,no_markdown_applied
PO-0449,SKU-0078,STORE-0006,2024-01-20,4,44.92,179.68,demand_lower_than_expected
PO-0450,SKU-0032,STORE-0005,2023-08-03,6,9.48,56.88,late_markdown
PO-0451,SKU-0023,STORE-0008,2024-01-08,4,95.07,380.28,late_markdown
PO-0452,SKU-0032,STORE-0001,2024-10-04,2,9.79,19.58,no_markdown_applied
PO-0453,SKU-0029,STORE-0010,2024-05-06,2,31.02,62.04,no_markdown_applied
PO-0454,SKU-0011,STORE-0010,2024-03-29,5,13.66,68.3,demand_lower_than_expected
PO-0455,SKU-0057,STORE-0006,2023-02-25,5,6.48,32.4,no_markdown_applied
PO-0456,SKU-0007,STORE-0010,2024-05-07,3,11.99,35.97,late_markdown
PO-0457,SKU-0049,STORE-0009,2024-03-19,23,34.96,804.08,no_markdown_applied
PO-0458,SKU-0036,STORE-0002,2023-09-11,10,21.73,217.3,no_markdown_applied
PO-0459,SKU-0064,STORE-0002,2023-09-28,5,92.48,462.4,late_markdown
PO-0460,SKU-0050,STORE-0001,2024-03-06,3,44.93,134.79,late_markdown
PO-0461,SKU-0070,STORE-0002,2024-07-04,14,40.08,561.12,demand_lower_than_expected
PO-0462,SKU-0063,STORE-0010,2024-01-19,13,9.42,122.46,demand_lower_than_expected
PO-0464,SKU-0036,STORE-0004,2023-03-16,2,21.08,42.16,demand_lower_than_expected
PO-0465,SKU-0075,STORE-0010,2024-09-01,1,57.27,57.27,demand_lower_than_expected
PO-0466,SKU-0035,STORE-0003,2023-11-22,4,41.68,166.72,late_markdown
PO-0467,SKU-0074,STORE-0003,2023-04-12,2,22.6,45.2,late_markdown
PO-0468,SKU-0031,STORE-0006,2024-07-01,24,47.47,1139.28,late_markdown
PO-0469,SKU-0046,STORE-0007,2024-01-21,15,18.93,283.95,late_markdown
PO-0470,SKU-0064,STORE-0003,2023-08-02,9,71.11,639.99,demand_lower_than_expected
PO-0471,SKU-0030,STORE-0001,2023-02-25,8,11.37,90.96,no_markdown_applied
PO-0472,SKU-0079,STORE-0004,2024-07-05,4,5.41,21.64,no_markdown_applied
PO-0474,SKU-0068,STORE-0005,2023-08-08,6,43.72,262.32,demand_lower_than_expected
PO-0475,SKU-0051,STORE-0005,2024-07-29,25,8.08,202.0,demand_lower_than_expected
PO-0476,SKU-0056,STORE-0005,2024-01-30,6,14.0,84.0,no_markdown_applied
PO-0477,SKU-0072,STORE-0003,2024-11-24,3,21.78,65.34,no_markdown_applied
PO-0478,SKU-0076,STORE-0002,2024-01-20,21,66.13,1388.73,late_markdown
PO-0479,SKU-0001,STORE-0006,2024-01-01,11,43.97,483.67,late_markdown
PO-0480,SKU-0078,STORE-0002,2024-10-05,12,62.4,748.8,no_markdown_applied
PO-0481,SKU-0014,STORE-0010,2023-09-26,15,8.27,124.05,no_markdown_applied
PO-0482,SKU-0041,STORE-0006,2023-05-25,1,55.35,55.35,demand_lower_than_expected
PO-0483,SKU-0034,STORE-0009,2024-12-18,1,8.79,8.79,no_markdown_applied
PO-0484,SKU-0014,STORE-0003,2024-01-30,21,7.61,159.81,no_markdown_applied
PO-0485,SKU-0022,STORE-0002,2024-04-20,21,4.71,98.91,late_markdown
PO-0486,SKU-0013,STORE-0002,2024-01-19,29,46.27,1341.83,late_markdown
PO-0487,SKU-0010,STORE-0001,2023-10-22,9,21.4,192.6,demand_lower_than_expected
PO-0488,SKU-0014,STORE-0004,2023-02-27,6,9.22,55.32,no_markdown_applied
PO-0489,SKU-0071,STORE-0007,2023-07-11,1,43.12,43.12,late_markdown
PO-0490,SKU-0056,STORE-0009,2024-07-21,5,11.03,55.15,no_markdown_applied
PO-0491,SKU-0043,STORE-0007,2024-06-11,4,95.9,383.6,demand_lower_than_expected
PO-0492,SKU-0070,STORE-0007,2024-08-10,9,55.95,503.55,late_markdown
PO-0493,SKU-0051,STORE-0010,2024-03-02,27,10.21,275.67,late_markdown
PO-0494,SKU-0001,STORE-0002,2023-08-08,6,29.11,174.66,late_markdown
PO-0495,SKU-0004,STORE-0004,2024-05-18,8,15.49,123.92,no_markdown_applied
PO-0496,SKU-0015,STORE-0008,2023-04-10,8,29.21,233.68,demand_lower_than_expected
PO-0497,SKU-0012,STORE-0006,2025-05-27,7,47.71,333.97,demand_lower_than_expected
PO-0498,SKU-0024,STORE-0005,2025-01-22,1,20.15,20.15,late_markdown
PO-0499,SKU-0035,STORE-0004,2024-06-26,2,28.66,57.32,late_markdown
PO-0500,SKU-0045,STORE-0004,2023-05-13,17,79.77,1356.09,no_markdown_applied
PO-0501,SKU-0050,STORE-0004,2024-08-30,8,47.23,377.84,late_markdown
PO-0502,SKU-0031,STORE-0002,2024-11-08,29,47.0,1363.0,demand_lower_than_expected
PO-0503,SKU-0067,STORE-0006,2023-03-17,25,13.57,339.25,demand_lower_than_expected
PO-0504,SKU-0058,STORE-0003,2023-06-17,4,31.23,124.92,no_markdown_applied
PO-0505,SKU-0017,STORE-0006,2023-08-26,8,7.59,60.72,no_markdown_applied
PO-0506,SKU-0019,STORE-0007,2024-04-25,9,26.89,242.01,late_markdown
PO-0507,SKU-0072,STORE-0009,2024-03-12,2,18.83,37.66,demand_lower_than_expected
PO-0508,SKU-0002,STORE-0007,2024-07-25,14,14.38,201.32,no_markdown_applied
PO-0509,SKU-0015,STORE-0001,2024-07-10,11,21.43,235.73,no_markdown_applied
PO-0510,SKU-0014,STORE-0001,2024-10-02,17,11.3,192.1,no_markdown_applied
PO-0511,SKU-0053,STORE-0001,2024-09-07,5,12.39,61.95,late_markdown
PO-0512,SKU-0005,STORE-0003,2024-10-18,8,32.35,258.8,no_markdown_applied
PO-0513,SKU-0043,STORE-0006,2025-02-17,21,68.45,1437.45,no_markdown_applied
PO-0514,SKU-0048,STORE-0007,2024-07-06,1,12.11,12.11,demand_lower_than_expected
PO-0515,SKU-0063,STORE-0007,2023-11-28,35,8.61,301.35,demand_lower_than_expected
PO-0516,SKU-0057,STORE-0008,2023-09-25,3,9.1,27.3,late_markdown
PO-0517,SKU-0012,STORE-0009,2025-03-13,4,45.43,181.72,no_markdown_applied
PO-0518,SKU-0048,STORE-0008,2024-07-24,10,10.35,103.5,no_markdown_applied
PO-0519,SKU-0065,STORE-0002,2023-03-29,19,6.51,123.69,no_markdown_applied
PO-0520,SKU-0025,STORE-0007,2025-02-03,4,60.22,240.88,no_markdown_applied
PO-0521,SKU-0007,STORE-0002,2024-09-14,5,10.95,54.75,demand_lower_than_expected
PO-0522,SKU-0051,STORE-0002,2024-07-20,27,11.98,323.46,demand_lower_than_expected
PO-0523,SKU-0063,STORE-0001,2023-02-13,25,7.67,191.75,no_markdown_applied
PO-0524,SKU-0045,STORE-0007,2024-10-02,3,90.8,272.4,demand_lower_than_expected
PO-0525,SKU-0050,STORE-0004,2024-04-08,1,39.22,39.22,no_markdown_applied
PO-0526,SKU-0029,STORE-0006,2024-08-12,11,31.17,342.87,no_markdown_applied
PO-0527,SKU-0002,STORE-0008,2024-04-04,6,15.7,94.2,late_markdown
PO-0528,SKU-0002,STORE-0005,2023-08-07,4,11.58,46.32,demand_lower_than_expected
PO-0529,SKU-0049,STORE-0001,2023-11-16,16,33.62,537.92,no_markdown_applied
PO-0530,SKU-0067,STORE-0001,2023-09-20,28,13.9,389.2,late_markdown
PO-0531,SKU-0048,STORE-0006,2023-06-16,5,14.05,70.25,late_markdown
PO-0532,SKU-0014,STORE-0006,2023-11-22,10,7.9,79.0,no_markdown_applied
PO-0533,SKU-0039,STORE-0003,2024-12-04,12,6.56,78.72,late_markdown
PO-0534,SKU-0077,STORE-0003,2023-03-21,1,55.95,55.95,demand_lower_than_expected
PO-0535,SKU-0064,STORE-0001,2023-06-13,3,69.26,207.78,demand_lower_than_expected
PO-0536,SKU-0005,STORE-0004,2024-04-27,15,39.81,597.15,demand_lower_than_expected
PO-0537,SKU-0029,STORE-0008,2024-07-20,10,36.82,368.2,demand_lower_than_expected
PO-0538,SKU-0022,STORE-0008,2024-01-27,38,5.08,193.04,demand_lower_than_expected
PO-0539,SKU-0061,STORE-0008,2023-09-09,9,14.63,131.67,no_markdown_applied
PO-0540,SKU-0024,STORE-0004,2025-08-09,2,30.62,61.24,no_markdown_applied
PO-0541,SKU-0029,STORE-0006,2024-04-06,6,42.63,255.78,late_markdown
PO-0542,SKU-0075,STORE-0006,2024-02-11,3,45.92,137.76,demand_lower_than_expected
PO-0543,SKU-0075,STORE-0006,2024-06-27,3,56.61,169.83,no_markdown_applied
PO-0544,SKU-0016,STORE-0001,2024-10-30,29,19.96,578.84,demand_lower_than_expected
PO-0546,SKU-0059,STORE-0001,2024-04-05,1,23.48,23.48,demand_lower_than_expected
PO-0547,SKU-0063,STORE-0010,2023-07-25,7,8.37,58.59,no_markdown_applied
PO-0548,SKU-0001,STORE-0005,2024-01-28,7,32.32,226.24,late_markdown
PO-0549,SKU-0063,STORE-0007,2024-09-03,18,8.86,159.48,no_markdown_applied
PO-0550,SKU-0055,STORE-0005,2023-06-23,14,45.15,632.1,demand_lower_than_expected
PO-0551,SKU-0069,STORE-0001,2024-02-06,4,40.2,160.8,demand_lower_than_expected
PO-0552,SKU-0068,STORE-0005,2024-02-08,1,36.0,36.0,no_markdown_applied
PO-0553,SKU-0045,STORE-0003,2023-10-17,4,64.4,257.6,no_markdown_applied
PO-0554,SKU-0022,STORE-0001,2024-06-24,5,5.45,27.25,demand_lower_than_expected
PO-0555,SKU-0067,STORE-0005,2023-12-03,25,13.28,332.0,late_markdown
PO-0556,SKU-0063,STORE-0009,2023-06-01,13,8.81,114.53,demand_lower_than_expected
PO-0557,SKU-0029,STORE-0007,2025-02-19,12,44.59,535.08,no_markdown_applied
PO-0558,SKU-0022,STORE-0006,2023-02-17,4,4.42,17.68,late_markdown
PO-0559,SKU-0033,STORE-0008,2023-03-02,6,18.68,112.08,no_markdown_applied
PO-0561,SKU-0071,STORE-0007,2024-04-21,5,46.16,230.8,late_markdown
PO-0562,SKU-0002,STORE-0008,2023-09-11,5,12.63,63.15,late_markdown
PO-0563,SKU-0078,STORE-0003,2024-08-21,22,42.99,945.78,demand_lower_than_expected
PO-0564,SKU-0016,STORE-0003,2024-12-17,8,15.0,120.0,late_markdown
PO-0565,SKU-0026,STORE-0005,2024-06-05,35,4.19,146.65,demand_lower_than_expected
PO-0566,SKU-0053,STORE-0007,2023-10-01,6,11.0,66.0,demand_lower_than_expected
PO-0567,SKU-0062,STORE-0010,2024-07-27,7,22.47,157.29,demand_lower_than_expected
PO-0568,SKU-0074,STORE-0010,2023-05-05,4,18.32,73.28,no_markdown_applied
PO-0569,SKU-0013,STORE-0003,2024-06-24,10,49.94,499.4,demand_lower_than_expected
PO-0570,SKU-0007,STORE-0008,2024-11-05,1,11.46,11.46,demand_lower_than_expected
PO-0571,SKU-0041,STORE-0005,2023-12-31,2,57.88,115.76,late_markdown
PO-0572,SKU-0018,STORE-0001,2023-02-25,14,50.0,700.0,late_markdown
PO-0573,SKU-0035,STORE-0003,2024-03-11,4,40.25,161.0,demand_lower_than_expected
PO-0574,SKU-0052,STORE-0002,2024-01-20,2,5.77,11.54,no_markdown_applied
PO-0575,SKU-0062,STORE-0008,2024-04-12,20,24.77,495.4,no_markdown_applied
PO-0576,SKU-0008,STORE-0005,2023-05-07,8,30.35,242.8,no_markdown_applied
PO-0577,SKU-0057,STORE-0002,2024-06-22,1,8.29,8.29,late_markdown
PO-0578,SKU-0017,STORE-0002,2023-02-18,25,9.45,236.25,no_markdown_applied
PO-0579,SKU-0009,STORE-0007,2024-03-20,10,50.17,501.7,demand_lower_than_expected
PO-0580,SKU-0074,STORE-0001,2024-08-04,4,18.94,75.76,no_markdown_applied
PO-0581,SKU-0080,STORE-0001,2023-12-30,5,50.31,251.55,late_markdown
PO-0582,SKU-0050,STORE-0007,2024-09-20,2,54.27,108.54,late_markdown
PO-0583,SKU-0021,STORE-0005,2023-03-13,8,21.43,171.44,no_markdown_applied
PO-0584,SKU-0063,STORE-0004,2023-06-29,7,6.9,48.3,no_markdown_applied
PO-0585,SKU-0071,STORE-0010,2023-03-17,16,44.02,704.32,demand_lower_than_expected
PO-0586,SKU-0074,STORE-0003,2023-04-30,2,14.77,29.54,demand_lower_than_expected
PO-0587,SKU-0064,STORE-0008,2024-04-16,7,83.94,587.58,demand_lower_than_expected
PO-0588,SKU-0072,STORE-0005,2025-02-25,4,14.0,56.0,demand_lower_than_expected
PO-0589,SKU-0027,STORE-0001,2023-11-25,14,84.61,1184.54,late_markdown
PO-0590,SKU-0029,STORE-0001,2025-01-09,4,35.44,141.76,no_markdown_applied
PO-0591,SKU-0047,STORE-0006,2024-05-19,3,7.7,23.1,late_markdown
PO-0592,SKU-0046,STORE-0002,2023-08-25,30,19.54,586.2,demand_lower_than_expected
PO-0593,SKU-0014,STORE-0002,2024-08-23,4,11.86,47.44,no_markdown_applied
PO-0594,SKU-0053,STORE-0008,2023-08-05,2,11.59,23.18,late_markdown
PO-0595,SKU-0051,STORE-0009,2024-01-11,9,9.77,87.93,late_markdown
PO-0597,SKU-0058,STORE-0005,2023-06-04,9,27.67,249.03,no_markdown_applied
PO-0598,SKU-0068,STORE-0003,2023-07-26,4,36.68,146.72,late_markdown
PO-0599,SKU-0066,STORE-0009,2024-09-07,4,93.91,375.64,late_markdown
PO-0600,SKU-0017,STORE-0001,2024-08-26,8,7.45,59.6,demand_lower_than_expected
PO-0601,SKU-0050,STORE-0002,2024-12-05,4,57.39,229.56,late_markdown
PO-0602,SKU-0044,STORE-0002,2024-09-17,2,50.81,101.62,no_markdown_applied
PO-0603,SKU-0066,STORE-0002,2023-06-06,2,91.0,182.0,demand_lower_than_expected
PO-0604,SKU-0071,STORE-0010,2023-12-15,15,40.44,606.6,demand_lower_than_expected
PO-0605,SKU-0017,STORE-0004,2023-11-13,23,8.44,194.12,no_markdown_applied
PO-0606,SKU-0042,STORE-0005,2024-06-23,5,6.43,32.15,late_markdown
PO-0607,SKU-0074,STORE-0009,2024-09-06,3,20.21,60.63,late_markdown
PO-0608,SKU-0055,STORE-0009,2024-08-05,24,35.88,861.12,no_markdown_applied
PO-0609,SKU-0007,STORE-0005,2024-02-03,6,7.87,47.22,late_markdown
PO-0611,SKU-0070,STORE-0003,2023-11-11,1,48.48,48.48,late_markdown
PO-0612,SKU-0072,STORE-0009,2024-04-25,7,15.96,111.72,no_markdown_applied
PO-0613,SKU-0066,STORE-0001,2024-08-12,5,89.28,446.4,late_markdown
PO-0614,SKU-0007,STORE-0006,2024-11-03,3,9.44,28.32,no_markdown_applied
PO-0615,SKU-0002,STORE-0003,2023-12-27,16,11.57,185.12,no_markdown_applied
PO-0616,SKU-0048,STORE-0009,2024-06-02,11,13.68,150.48,demand_lower_than_expected
PO-0617,SKU-0025,STORE-0006,2024-01-31,1,50.71,50.71,demand_lower_than_expected
PO-0619,SKU-0017,STORE-0003,2023-10-30,5,8.19,40.95,no_markdown_applied
PO-0621,SKU-0079,STORE-0003,2023-05-07,9,5.09,45.81,late_markdown
PO-0622,SKU-0010,STORE-0005,2024-10-18,16,20.19,323.04,no_markdown_applied
PO-0623,SKU-0009,STORE-0010,2023-09-01,36,46.84,1686.24,late_markdown
PO-0624,SKU-0012,STORE-0003,2025-07-20,2,40.52,81.04,demand_lower_than_expected
PO-0625,SKU-0038,STORE-0009,2023-12-20,2,43.99,87.98,no_markdown_applied
PO-0626,SKU-0002,STORE-0004,2024-08-05,4,14.18,56.72,demand_lower_than_expected
PO-0627,SKU-0080,STORE-0002,2023-09-23,19,63.33,1203.27,demand_lower_than_expected
PO-0628,SKU-0015,STORE-0004,2023-12-10,5,22.74,113.7,late_markdown
PO-0629,SKU-0067,STORE-0004,2023-11-18,25,14.82,370.5,no_markdown_applied
PO-0630,SKU-0006,STORE-0008,2024-06-20,14,93.06,1302.84,demand_lower_than_expected
PO-0631,SKU-0013,STORE-0003,2023-12-19,8,57.22,457.76,late_markdown
PO-0632,SKU-0009,STORE-0009,2024-07-16,11,50.51,555.61,late_markdown
PO-0633,SKU-0069,STORE-0008,2024-03-20,20,39.72,794.4,late_markdown
PO-0634,SKU-0010,STORE-0004,2024-06-01,19,20.0,380.0,late_markdown
PO-0635,SKU-0005,STORE-0001,2024-06-27,4,28.86,115.44,late_markdown
PO-0636,SKU-0074,STORE-0004,2023-10-25,5,15.99,79.95,late_markdown
PO-0637,SKU-0052,STORE-0006,2024-03-31,1,4.31,4.31,late_markdown
PO-0638,SKU-0080,STORE-0003,2023-05-19,7,58.31,408.17,demand_lower_than_expected
PO-0639,SKU-0010,STORE-0005,2023-04-30,8,22.12,176.96,demand_lower_than_expected
PO-0640,SKU-0039,STORE-0009,2024-11-06,42,6.32,265.44,no_markdown_applied
