customer_id,customer_taxonomies,acquisition_channel,is_loyalty_member,registration_date,province,age,gender,location
CUST-0330,occasional,walk_in,True,2022-08-19,Chonburi,42,M,Vicinity
CUST-0331,regular,LINE_OA,False,2021-09-07,Bangkok,57,F,Bangkok
CUST-0332,occasional,walk_in,True,2023-05-25,Chonburi,62,M,Chonburi
CUST-0333,occasional,online,False,2021-07-15,Khon Kaen,18,F,Khon Kaen
CUST-0334,regular,walk_in,False,2022-11-21,Chiang Mai,33,M,Chiang Mai
CUST-0335,high_value,LINE_OA,False,2023-12-30,Chiang Mai,56,M,Bangkok
CUST-0336,occasional,LINE_OA,False,2022-10-01,Chiang Mai,22,F,Bangkok
CUST-0337,regular,online,True,2022-11-03,Khon Kaen,39,M,Bangkok
CUST-0338,occasional,LINE_OA,False,2023-08-02,Chiang Mai,46,M,Bangkok
CUST-0339,regular,online,False,2021-07-18,Bangkok,20,F,Phuket
CUST-0340,new,walk_in,False,2022-05-07,Chonburi,29,F,Bangkok
CUST-0341,regular,online,False,2023-06-15,Khon Kaen,43,F,Bangkok
CUST-0342,regular,walk_in,False,2021-05-22,Chiang Mai,33,F,Vicinity
CUST-0343,new,online,True,2021-06-14,Bangkok,54,F,Chonburi
CUST-0344,regular,LINE_OA,True,2021-11-10,Chonburi,39,M,Vicinity
CUST-0345,high_value,walk_in,False,2021-01-21,Chonburi,46,M,Bangkok
CUST-0346,high_value,LINE_OA,False,2023-09-11,Khon Kaen,31,M,Bangkok
CUST-0347,occasional,LINE_OA,False,2021-11-01,Khon Kaen,45,F,Vicinity
CUST-0348,occasional,walk_in,False,2022-01-06,Khon Kaen,22,F,Bangkok
CUST-0349,occasional,online,True,2023-05-03,Bangkok,64,M,Bangkok
CUST-0350,regular,online,True,2022-01-19,Bangkok,47,F,Bangkok
CUST-0351,high_value,walk_in,False,2022-03-21,Khon Kaen,63,F,Bangkok
CUST-0352,high_value,LINE_OA,True,2022-03-01,Chiang Mai,22,M,Bangkok
CUST-0353,regular,LINE_OA,False,2021-06-10,Chonburi,29,F,Bangkok
CUST-0354,regular,walk_in,False,2022-09-21,Chonburi,33,F,Vicinity
CUST-0355,regular,LINE_OA,False,2023-06-14,Bangkok,43,F,Chonburi
CUST-0356,regular,LINE_OA,True,2022-05-05,Chonburi,43,M,Chiang Mai
CUST-0357,new,LINE_OA,False,2023-10-14,Chiang Mai,38,F,Bangkok
CUST-0358,regular,LINE_OA,False,2021-11-23,Chonburi,56,F,Bangkok
CUST-0359,regular,LINE_OA,False,2022-08-21,Bangkok,53,F,Bangkok
CUST-0360,occasional,LINE_OA,True,2023-10-12,Bangkok,50,F,Vicinity
CUST-0361,regular,LINE_OA,False,2021-10-16,Chiang Mai,47,F,Chonburi
CUST-0362,occasional,LINE_OA,False,2022-08-16,Chiang Mai,54,F,Bangkok
CUST-0363,new,online,True,2022-07-27,Chonburi,40,M,Phuket
CUST-0364,new,LINE_OA,True,2021-01-28,Chonburi,27,F,Bangkok
CUST-0365,high_value,LINE_OA,True,2023-08-12,Bangkok,22,F,Vicinity
CUST-0366,new,walk_in,False,2021-02-12,Chiang Mai,53,M,Chonburi
CUST-0367,regular,LINE_OA,False,2022-02-27,Chiang Mai,51,F,Khon Kaen
CUST-0368,regular,online,False,2021-06-26,Chiang Mai,48,F,Chonburi
CUST-0369,regular,walk_in,True,2022-06-13,Chonburi,27,F,Chiang Mai
CUST-0370,new,LINE_OA,True,2023-08-24,Chiang Mai,36,F,Bangkok
CUST-0371,regular,LINE_OA,False,2021-07-17,Bangkok,49,M,Chiang Mai
CUST-0372,regular,online,False,2022-09-02,Bangkok,18,Unknown,Bangkok
CUST-0373,occasional,online,False,2023-04-22,Chonburi,22,F,Khon Kaen
CUST-0374,regular,LINE_OA,True,2023-05-03,Khon Kaen,62,M,Vicinity
CUST-0375,high_value,walk_in,False,2021-01-22,Chonburi,21,F,Chiang Mai
CUST-0376,high_value,LINE_OA,False,2023-12-17,Khon Kaen,33,F,Bangkok
CUST-0377,high_value,online,False,2023-12-26,Chiang Mai,41,F,Vicinity
CUST-0378,regular,LINE_OA,False,2023-04-22,Chonburi,33,F,Vicinity
CUST-0379,high_value,online,False,2021-04-08,Bangkok,19,M,Chonburi
CUST-0380,occasional,walk_in,False,2022-03-11,Chiang Mai,45,M,Bangkok
CUST-0381,regular,walk_in,True,2022-09-29,Bangkok,49,M,Bangkok
CUST-0382,regular,walk_in,True,2022-08-11,Chiang Mai,44,F,Bangkok
CUST-0383,new,LINE_OA,False,2021-12-10,Chonburi,37,M,Bangkok
CUST-0384,regular,LINE_OA,False,2022-07-25,Khon Kaen,41,M,Khon Kaen
CUST-0385,occasional,LINE_OA,True,2022-09-03,Chiang Mai,29,M,Bangkok
CUST-0386,regular,LINE_OA,True,2021-08-31,Khon Kaen,52,F,Phuket
CUST-0387,regular,walk_in,True,2022-07-15,Chiang Mai,50,F,Bangkok
CUST-0388,high_value,LINE_OA,False,2023-08-18,Bangkok,50,M,Bangkok
CUST-0389,regular,LINE_OA,True,2021-02-01,Bangkok,60,M,Chiang Mai
CUST-0390,regular,online,True,2022-01-26,Chiang Mai,54,F,Chonburi
CUST-0391,regular,online,True,2021-10-04,Khon Kaen,29,F,Bangkok
CUST-0392,high_value,online,True,2022-06-16,Chonburi,20,M,Vicinity
CUST-0393,high_value,online,True,2022-01-18,Chonburi,18,F,Chonburi
CUST-0394,regular,LINE_OA,False,2023-12-28,Bangkok,50,M,Bangkok
CUST-0395,regular,LINE_OA,True,2023-06-03,Chonburi,57,M,Phuket
CUST-0396,regular,walk_in,False,2021-08-02,Bangkok,27,F,Phuket
CUST-0397,regular,walk_in,True,2022-01-11,Chonburi,60,M,Chonburi
CUST-0398,occasional,LINE_OA,False,2023-01-14,Chiang Mai,61,F,Bangkok
CUST-0399,high_value,walk_in,False,2021-08-01,Bangkok,46,M,Chonburi
CUST-0400,occasional,LINE_OA,False,2021-03-20,Bangkok,30,F,Bangkok
CUST-0401,occasional,LINE_OA,False,2022-09-20,Chiang Mai,29,F,Bangkok
CUST-0402,high_value,walk_in,True,2022-08-27,Bangkok,48,M,Bangkok
CUST-0403,new,walk_in,True,2023-02-21,Chonburi,63,F,Bangkok
CUST-0404,new,walk_in,False,2023-09-28,Chonburi,19,M,Khon Kaen
CUST-0405,high_value,LINE_OA,False,2022-11-11,Bangkok,52,Unknown,Chonburi
CUST-0406,regular,online,False,2021-02-27,Chonburi,40,M,Chonburi
CUST-0407,occasional,LINE_OA,False,2023-11-16,Khon Kaen,34,M,Bangkok
CUST-0408,occasional,LINE_OA,False,2023-05-31,Bangkok,43,M,Bangkok
CUST-0409,regular,online,False,2022-03-23,Chiang Mai,25,Unknown,Bangkok
CUST-0410,regular,online,True,2021-03-07,Khon Kaen,46,F,Phuket
CUST-0411,regular,online,False,2023-12-04,Bangkok,43,F,Bangkok
CUST-0412,regular,walk_in,False,2023-10-09,Chiang Mai,27,M,Khon Kaen
CUST-0413,occasional,walk_in,True,2021-08-15,Chonburi,43,F,Vicinity
CUST-0414,regular,walk_in,False,2023-02-13,Chiang Mai,51,M,Bangkok
CUST-0415,regular,LINE_OA,True,2022-11-10,Khon Kaen,58,F,Chonburi
CUST-0416,occasional,LINE_OA,False,2022-08-24,Chonburi,24,M,Bangkok
CUST-0417,high_value,LINE_OA,True,2022-01-14,Bangkok,21,M,Khon Kaen
CUST-0418,regular,LINE_OA,False,2022-12-10,Chonburi,62,M,Khon Kaen
CUST-0419,occasional,walk_in,False,2021-11-03,Bangkok,28,F,Bangkok
CUST-0420,new,LINE_OA,True,2023-02-18,Bangkok,46,F,Bangkok
CUST-0421,regular,LINE_OA,False,2022-05-19,Chiang Mai,53,M,Vicinity
CUST-0422,regular,LINE_OA,False,2021-09-25,Chiang Mai,42,F,Khon Kaen
CUST-0423,high_value,walk_in,False,2021-01-08,Chiang Mai,38,F,Bangkok
CUST-0424,regular,LINE_OA,True,2022-05-23,Khon Kaen,53,F,Vicinity
CUST-0425,regular,online,True,2022-04-21,Khon Kaen,27,M,Vicinity
CUST-0426,regular,LINE_OA,True,2021-06-13,Chiang Mai,54,M,Chonburi
CUST-0427,regular,LINE_OA,False,2022-04-30,Khon Kaen,26,F,Bangkok
CUST-0428,regular,walk_in,False,2024-01-01,Chonburi,41,M,Chonburi
CUST-0429,high_value,walk_in,False,2022-07-21,Chonburi,52,M,Khon Kaen
CUST-0430,regular,LINE_OA,False,2023-06-24,Khon Kaen,52,F,Bangkok
CUST-0431,regular,walk_in,False,2022-07-13,Khon Kaen,53,F,Bangkok
CUST-0432,regular,walk_in,False,2021-08-26,Chonburi,35,M,Phuket
CUST-0433,high_value,LINE_OA,True,2022-07-08,Bangkok,56,M,Bangkok
CUST-0434,new,online,False,2023-04-08,Chonburi,49,F,Khon Kaen
CUST-0435,regular,walk_in,True,2022-04-13,Chonburi,41,M,Bangkok
CUST-0436,occasional,walk_in,False,2022-01-21,Khon Kaen,40,M,Bangkok
CUST-0437,occasional,online,False,2023-02-14,Chonburi,49,M,Khon Kaen
CUST-0438,regular,online,False,2023-04-28,Khon Kaen,54,F,Bangkok
CUST-0439,high_value,walk_in,True,2022-01-22,Khon Kaen,29,F,Vicinity
CUST-0440,regular,walk_in,True,2023-05-27,Chiang Mai,30,M,Bangkok
CUST-0441,regular,walk_in,True,2021-09-16,Chonburi,40,M,Vicinity
CUST-0442,occasional,walk_in,True,2021-10-10,Bangkok,42,M,Bangkok
CUST-0443,regular,walk_in,True,2021-02-09,Chiang Mai,52,F,Bangkok
CUST-0444,high_value,walk_in,False,2022-05-01,Khon Kaen,58,M,Phuket
CUST-0445,regular,LINE_OA,False,2023-07-18,Khon Kaen,47,M,Bangkok
CUST-0446,regular,online,True,2021-08-08,Bangkok,34,F,Chonburi
CUST-0447,occasional,online,True,2023-10-12,Khon Kaen,37,M,Bangkok
CUST-0448,regular,LINE_OA,False,2023-10-21,Chonburi,42,F,Chiang Mai
CUST-0449,regular,walk_in,False,2022-09-05,Chiang Mai,39,M,Bangkok
CUST-0450,new,LINE_OA,False,2023-07-17,Khon Kaen,30,M,Phuket
CUST-0451,occasional,LINE_OA,False,2022-11-19,Khon Kaen,36,M,Bangkok
CUST-0452,regular,walk_in,False,2022-09-05,Bangkok,53,F,Bangkok
CUST-0453,high_value,LINE_OA,False,2021-09-17,Chonburi,29,F,Bangkok
CUST-0454,regular,walk_in,False,2023-09-17,Khon Kaen,58,F,Bangkok
CUST-0455,regular,walk_in,True,2023-08-24,Bangkok,36,M,Vicinity
CUST-0456,regular,walk_in,False,2022-01-01,Khon Kaen,29,F,Bangkok
CUST-0457,regular,LINE_OA,True,2022-06-28,Bangkok,26,M,Chiang Mai
CUST-0458,regular,LINE_OA,False,2022-10-11,Bangkok,24,M,Bangkok
CUST-0459,regular,walk_in,True,2023-03-25,Chonburi,45,F,Bangkok
CUST-0460,new,online,False,2023-11-06,Khon Kaen,31,M,Vicinity
CUST-0461,high_value,walk_in,False,2022-07-29,Chonburi,48,M,Chonburi
CUST-0462,regular,LINE_OA,False,2023-10-10,Bangkok,36,M,Bangkok
CUST-0463,regular,walk_in,False,2022-11-01,Chiang Mai,64,M,Bangkok
CUST-0464,new,walk_in,True,2021-09-26,Khon Kaen,33,M,Bangkok
CUST-0465,high_value,walk_in,True,2023-07-13,Chiang Mai,22,F,Chonburi
CUST-0466,regular,LINE_OA,False,2021-09-04,Khon Kaen,52,M,Chonburi
CUST-0467,new,walk_in,True,2021-05-11,Chonburi,29,F,Bangkok
CUST-0468,new,walk_in,False,2021-12-19,Chonburi,42,F,Chiang Mai
CUST-0469,occasional,online,True,2021-07-15,Chonburi,38,M,Chiang Mai
CUST-0470,regular,LINE_OA,False,2023-07-19,Chonburi,53,M,Vicinity
CUST-0471,regular,walk_in,False,2023-10-19,Chonburi,40,M,Khon Kaen
CUST-0472,occasional,online,False,2022-10-07,Chiang Mai,33,F,Bangkok
CUST-0473,new,LINE_OA,True,2021-08-15,Chonburi,56,M,Bangkok
CUST-0474,regular,online,False,2022-12-02,Bangkok,62,F,Bangkok
CUST-0475,regular,walk_in,False,2021-09-22,Bangkok,59,M,Bangkok
CUST-0476,regular,LINE_OA,False,2022-10-08,Chiang Mai,56,F,Vicinity
CUST-0477,occasional,LINE_OA,False,2021-07-30,Khon Kaen,31,M,Phuket
CUST-0478,regular,walk_in,False,2023-08-01,Bangkok,48,M,Bangkok
CUST-0479,regular,LINE_OA,True,2022-04-02,Khon Kaen,22,F,Bangkok
CUST-0480,regular,walk_in,False,2022-12-26,Chiang Mai,52,F,Bangkok
CUST-0481,regular,LINE_OA,True,2023-09-09,Khon Kaen,40,M,Phuket
CUST-0482,regular,walk_in,True,2022-08-11,Khon Kaen,46,F,Bangkok
CUST-0483,high_value,LINE_OA,True,2022-04-21,Khon Kaen,60,F,Vicinity
CUST-0484,occasional,online,True,2023-09-13,Khon Kaen,28,F,Bangkok
CUST-0485,regular,online,True,2021-06-05,Chiang Mai,35,F,Bangkok
CUST-0486,regular,online,True,2021-07-09,Bangkok,64,M,Phuket
CUST-0487,regular,walk_in,False,2023-09-08,Chonburi,29,M,Phuket
CUST-0488,regular,LINE_OA,False,2022-06-30,Khon Kaen,26,M,Bangkok
CUST-0489,regular,walk_in,False,2021-02-10,Bangkok,27,F,Phuket
CUST-0490,high_value,LINE_OA,False,2021-11-03,Bangkok,61,F,Vicinity
CUST-0491,regular,LINE_OA,True,2023-08-01,Chiang Mai,34,M,Khon Kaen
CUST-0492,high_value,LINE_OA,False,2021-12-04,Bangkok,55,M,Bangkok
CUST-0493,high_value,LINE_OA,False,2023-08-11,Chiang Mai,24,F,Vicinity
CUST-0494,new,walk_in,True,2021-10-06,Khon Kaen,63,Unknown,Bangkok
CUST-0495,regular,walk_in,False,2023-06-15,Khon Kaen,30,F,Chonburi
CUST-0496,occasional,LINE_OA,True,2021-09-30,Chonburi,57,M,Bangkok
CUST-0497,regular,LINE_OA,False,2023-04-17,Chonburi,59,M,Bangkok
CUST-0498,occasional,online,False,2022-09-12,Chonburi,26,M,Bangkok
CUST-0499,occasional,LINE_OA,True,2023-05-12,Bangkok,44,F,Chonburi
CUST-0500,regular,LINE_OA,True,2023-07-20,Khon Kaen,19,M,Bangkok
