date,is_public_holiday,holiday_name,days_to_next_holiday,holiday_demand_weight,is_weekend,is_payday_window
2024-09-11,False,,32,1.0,False,False
2024-09-12,False,,31,1.0,False,False
2024-09-13,False,,30,1.0,False,False
2024-09-14,False,,29,1.0,True,False
2024-09-15,False,,28,1.0,True,False
2024-09-16,False,,27,1.0,False,False
2024-09-17,False,,26,1.0,False,False
2024-09-18,False,,25,1.0,False,False
2024-09-19,False,,24,1.0,False,False
2024-09-20,False,,23,1.0,False,False
2024-09-21,False,,22,1.0,True,False
2024-09-22,False,,21,1.0,True,False
2024-09-23,False,,20,1.0,False,False
2024-09-24,False,,19,1.0,False,False
2024-09-25,False,,18,1.0,False,False
2024-09-26,False,,17,1.0,False,False
2024-09-27,False,,16,1.0,False,False
2024-09-28,False,,15,1.0,True,True
2024-09-29,False,,14,1.0,True,True
2024-09-30,False,,13,1.0,False,True
2024-10-01,False,,12,1.0,False,True
2024-10-02,False,,11,1.0,False,True
2024-10-03,False,,10,1.0,False,False
2024-10-04,False,,9,1.0,False,False
2024-10-05,False,,8,1.0,True,False
2024-10-06,False,,7,1.0,True,False
2024-10-07,False,,6,1.0,False,False
2024-10-08,False,,5,1.0,False,False
2024-10-09,False,,4,1.0,False,False
2024-10-10,False,,3,1.0,False,False
2024-10-11,False,,2,1.0,False,False
2024-10-12,False,,1,1.0,True,False
2024-10-13,True,วันนวมินทรมหาราช,0,1.5,True,False
2024-10-14,True,ชดเชยวันนวมินทรมหาราช,0,1.5,False,False
2024-10-15,False,,8,1.0,False,False
2024-10-16,False,,7,1.0,False,False
2024-10-17,False,,6,1.0,False,False
2024-10-18,False,,5,1.0,False,False
2024-10-19,False,,4,1.0,True,False
2024-10-20,False,,3,1.0,True,False
2024-10-21,False,,2,1.0,False,False
2024-10-22,False,,1,1.0,False,False
2024-10-23,True,วันปิยมหาราช,0,1.5,False,False
2024-10-24,False,,42,1.0,False,False
2024-10-25,False,,41,1.0,False,False
2024-10-26,False,,40,1.0,True,False
2024-10-27,False,,39,1.0,True,False
2024-10-28,False,,38,1.0,False,True
2024-10-29,False,,37,1.0,False,True
2024-10-30,False,,36,1.0,False,True
2024-10-31,False,,35,1.0,False,True
2024-11-01,False,,34,1.0,False,True
2024-11-02,False,,33,1.0,True,True
2024-11-03,False,,32,1.0,True,False
2024-11-04,False,,31,1.0,False,False
2024-11-05,False,,30,1.0,False,False
2024-11-06,False,,29,1.0,False,False
2024-11-07,False,,28,1.0,False,False
2024-11-08,False,,27,1.0,False,False
2024-11-09,False,,26,1.0,True,False
2024-11-10,False,,25,1.0,True,False
2024-11-11,False,,24,1.0,False,False
2024-11-12,False,,23,1.0,False,False
2024-11-13,False,,22,1.0,False,False
2024-11-14,False,,21,1.0,False,False
2024-11-15,False,,20,1.0,False,False
2024-11-16,False,,19,1.0,True,False
2024-11-17,False,,18,1.0,True,False
2024-11-18,False,,17,1.0,False,False
2024-11-19,False,,16,1.0,False,False
2024-11-20,False,,15,1.0,False,False
2024-11-21,False,,14,1.0,False,False
2024-11-22,False,,13,1.0,False,False
2024-11-23,False,,12,1.0,True,False
2024-11-24,False,,11,1.0,True,False
2024-11-25,False,,10,1.0,False,False
2024-11-26,False,,9,1.0,False,False
2024-11-27,False,,8,1.0,False,False
2024-11-28,False,,7,1.0,False,True
2024-11-29,False,,6,1.0,False,True
2024-11-30,False,,5,1.0,True,True
2024-12-01,False,,4,1.0,True,True
2024-12-02,False,,3,1.0,False,True
2024-12-03,False,,2,1.0,False,False
2024-12-04,False,,1,1.0,False,False
2024-12-05,True,วันคล้ายวันเฉลิมพระชนมพรรษาพระบาทสมเด็จพระบรมชนกาธิเบศร มหาภูมิพลอดุลยเดชมหาราช บรมนาถบพิตร; วันชาติ; วันพ่อแห่งชาติ,0,1.5,False,False
2024-12-06,False,,4,1.0,False,False
2024-12-07,False,,3,1.0,True,False
2024-12-08,False,,2,1.0,True,False
2024-12-09,False,,1,1.0,False,False
2024-12-10,True,วันรัฐธรรมนูญ,0,1.5,False,False
2024-12-11,False,,19,1.0,False,False
2024-12-12,False,,18,1.0,False,False
2024-12-13,False,,17,1.0,False,False
2024-12-14,False,,16,1.0,True,False
2024-12-15,False,,15,1.0,True,False
2024-12-16,False,,14,1.0,False,False
2024-12-17,False,,13,1.0,False,False
2024-12-18,False,,12,1.0,False,False
2024-12-19,False,,11,1.0,False,False
2024-12-20,False,,10,1.0,False,False
2024-12-21,False,,9,1.0,True,False
2024-12-22,False,,8,1.0,True,False
2024-12-23,False,,7,1.0,False,False
2024-12-24,False,,6,1.0,False,False
2024-12-25,False,,5,1.0,False,False
2024-12-26,False,,4,1.0,False,False
2024-12-27,False,,3,1.0,False,False
2024-12-28,False,,2,1.0,True,True
2024-12-29,False,,1,1.0,True,True
2024-12-30,True,วันหยุดพิเศษ (เพิ่มเติม),0,1.5,False,True
2024-12-31,True,วันสิ้นปี,0,1.5,False,True
