po_id,warehouse_id,product_id,po_date,arrival_date,manufacturing_date,expire_date,qty,unit,po_price_per_unit,po_price_total,lead_time_days
PO-0221,WH-0001,SKU-0061,2023-10-16,2023-10-25,2023-09-26,2023-12-24,196,piece,13.35,2616.6,9
PO-0222,WH-0002,SKU-0034,2024-03-17,2024-03-21,2024-02-17,2025-03-21,422,piece,9.34,3941.48,4
PO-0223,WH-0002,SKU-0007,2024-01-10,2024-01-12,2023-12-28,2025-01-11,341,piece,10.27,3502.07,2
PO-0224,WH-0003,SKU-0050,2024-07-20,2024-07-26,2024-07-17,2025-07-26,308,piece,45.62,14050.96,6
PO-0225,WH-0001,SKU-0079,2023-10-14,2023-10-25,2023-09-22,2023-12-24,110,piece,3.89,427.9,11
PO-0226,WH-0001,SKU-0044,2024-02-08,2024-02-15,2024-01-13,2025-02-14,335,piece,62.84,21051.4,7
PO-0227,WH-0001,SKU-0052,2023-07-23,2023-08-03,2023-07-06,2023-09-02,306,piece,3.69,1129.14,11
PO-0228,WH-0003,SKU-0061,2023-05-21,2023-06-03,2023-05-10,2023-08-02,315,piece,12.86,4050.9,13
PO-0229,WH-0003,SKU-0079,2024-06-11,2024-06-15,2024-05-31,2024-08-14,213,piece,3.97,845.61,4
PO-0230,WH-0002,SKU-0065,2023-11-03,2023-11-14,2023-10-23,2023-11-28,474,piece,7.91,3749.34,11
PO-0231,WH-0001,SKU-0003,2024-07-30,2024-08-05,2024-07-14,2025-08-05,238,piece,42.97,10226.86,6
PO-0232,WH-0003,SKU-0004,2024-03-02,2024-03-13,2024-02-21,2024-03-20,355,piece,18.15,6443.25,11
PO-0233,WH-0003,SKU-0007,2024-08-15,2024-08-26,2024-08-07,2025-08-26,348,piece,9.88,3438.24,11
PO-0234,WH-0003,SKU-0032,2024-01-25,2024-01-29,2023-12-29,2024-03-29,66,piece,10.32,681.12,4
PO-0235,WH-0002,SKU-0057,2023-04-23,2023-04-28,2023-04-22,2023-05-28,210,piece,7.57,1589.7,5
PO-0236,WH-0003,SKU-0079,2023-07-28,2023-08-05,2023-07-11,2023-10-04,291,piece,5.56,1617.96,8
PO-0237,WH-0003,SKU-0067,2023-03-05,2023-03-18,2023-02-28,2023-04-17,156,piece,13.51,2107.56,13
PO-0238,WH-0003,SKU-0041,2024-05-04,2024-05-14,2024-04-21,2024-07-13,138,piece,50.98,7035.24,10
PO-0239,WH-0001,SKU-0034,2023-12-17,2023-12-27,2023-12-05,2024-12-26,362,piece,9.9,3583.8,10
PO-0240,WH-0003,SKU-0029,2023-10-13,2023-10-23,2023-10-03,2024-10-22,202,piece,40.9,8261.8,10
PO-0241,WH-0003,SKU-0063,2023-08-01,2023-08-14,2023-07-09,2023-08-21,212,piece,7.8,1653.6,13
PO-0242,WH-0002,SKU-0074,2023-10-08,2023-10-14,2023-10-04,2023-11-13,396,piece,18.75,7425.0,6
PO-0243,WH-0003,SKU-0019,2023-12-20,2024-01-03,2023-11-24,2024-02-02,198,piece,20.12,3983.76,14
PO-0244,WH-0002,SKU-0057,2023-03-22,2023-03-29,2023-02-20,2023-04-28,385,piece,6.96,2679.6,7
PO-0245,WH-0003,SKU-0069,2023-08-08,2023-08-13,2023-07-12,2023-08-20,188,piece,43.69,8213.72,5
PO-0246,WH-0001,SKU-0079,2023-10-06,2023-10-10,2023-10-02,2023-12-09,429,piece,4.92,2110.68,4
PO-0247,WH-0001,SKU-0068,2023-02-21,2023-03-05,2023-01-23,2023-05-04,165,piece,49.79,8215.35,12
PO-0248,WH-0001,SKU-0061,2023-04-13,2023-04-21,2023-04-02,2023-06-20,101,piece,14.26,1440.26,8
PO-0249,WH-0002,SKU-0021,2023-01-06,2023-01-16,2022-12-07,2023-01-30,258,piece,19.71,5085.18,10
PO-0250,WH-0001,SKU-0037,2024-05-03,2024-05-15,2024-04-26,2024-06-14,214,piece,46.66,9985.24,12
PO-0251,WH-0001,SKU-0030,2023-04-02,2023-04-14,2023-03-14,2023-04-28,323,piece,14.62,4722.26,12
PO-0252,WH-0002,SKU-0023,2023-06-29,2023-07-07,2023-05-31,2023-09-05,68,piece,96.74,6578.32,8
PO-0253,WH-0002,SKU-0038,2024-05-22,2024-05-26,2024-04-22,2024-06-02,498,piece,28.25,14068.5,4
PO-0254,WH-0003,SKU-0043,2024-08-04,2024-08-15,2024-07-31,2025-08-15,195,piece,76.52,14921.4,11
PO-0255,WH-0002,SKU-0018,2024-07-10,2024-07-20,2024-06-24,2024-07-27,485,piece,46.82,22707.7,10
PO-0256,WH-0003,SKU-0043,2023-07-17,2023-07-31,2023-07-13,2024-07-30,133,piece,86.83,11548.39,14
PO-0257,WH-0002,SKU-0002,2023-09-21,2023-10-04,2023-09-15,2023-11-03,427,piece,12.11,5170.97,13
PO-0258,WH-0003,SKU-0025,2024-08-04,2024-08-16,2024-07-10,2025-02-12,139,piece,54.72,7606.08,12
PO-0259,WH-0001,SKU-0042,2024-02-20,2024-02-28,2024-02-03,2024-03-13,94,piece,7.5,705.0,8
PO-0260,WH-0002,SKU-0042,2023-07-09,2023-07-13,2023-06-23,2023-07-27,177,piece,6.03,1067.31,4
PO-0261,WH-0003,SKU-0035,2023-08-30,2023-09-08,2023-08-05,2023-11-07,218,piece,32.81,7152.58,9
PO-0262,WH-0003,SKU-0047,2024-08-09,2024-08-11,2024-07-31,2024-08-18,404,piece,6.89,2783.56,2
PO-0263,WH-0003,SKU-0021,2023-05-02,2023-05-11,2023-04-22,2023-05-25,257,piece,20.0,5140.0,9
PO-0264,WH-0001,SKU-0038,2023-11-15,2023-11-28,2023-11-11,2023-12-05,238,piece,38.2,9091.6,13
PO-0265,WH-0002,SKU-0059,2023-05-17,2023-05-26,2023-05-12,2023-06-25,432,piece,31.71,13698.72,9
PO-0266,WH-0003,SKU-0061,2024-03-01,2024-03-14,2024-02-12,2024-05-13,437,piece,13.36,5838.32,13
PO-0267,WH-0003,SKU-0077,2023-08-12,2023-08-26,2023-08-04,2023-09-02,497,piece,59.09,29367.73,14
PO-0268,WH-0001,SKU-0047,2024-04-02,2024-04-12,2024-03-10,2024-04-19,89,piece,9.44,840.16,10
PO-0269,WH-0001,SKU-0065,2023-03-05,2023-03-15,2023-02-04,2023-03-29,153,piece,8.15,1246.95,10
PO-0270,WH-0001,SKU-0067,2023-06-18,2023-06-25,2023-05-21,2023-07-25,276,piece,10.73,2961.48,7
PO-0271,WH-0002,SKU-0066,2024-08-20,2024-08-29,2024-08-17,2024-09-05,278,piece,89.72,24942.16,9
PO-0272,WH-0002,SKU-0059,2023-05-16,2023-05-26,2023-05-02,2023-06-25,338,piece,20.31,6864.78,10
PO-0273,WH-0003,SKU-0051,2023-11-12,2023-11-25,2023-11-11,2024-05-23,180,piece,11.48,2066.4,13
PO-0274,WH-0001,SKU-0006,2023-08-12,2023-08-23,2023-08-09,2023-08-30,266,piece,72.43,19266.38,11
PO-0275,WH-0002,SKU-0009,2024-07-08,2024-07-10,2024-06-08,2024-07-24,291,piece,36.31,10566.21,2
PO-0276,WH-0002,SKU-0054,2023-07-04,2023-07-18,2023-06-29,2023-09-16,241,piece,9.72,2342.52,14
PO-0277,WH-0003,SKU-0011,2024-04-04,2024-04-12,2024-03-22,2024-06-11,399,piece,16.03,6395.97,8
PO-0278,WH-0003,SKU-0045,2023-05-17,2023-05-29,2023-04-19,2023-06-28,110,piece,66.25,7287.5,12
PO-0279,WH-0001,SKU-0029,2024-02-07,2024-02-17,2024-02-02,2025-02-16,477,piece,27.66,13193.82,10
PO-0280,WH-0001,SKU-0070,2023-11-02,2023-11-11,2023-10-11,2023-11-18,267,piece,52.77,14089.59,9
PO-0281,WH-0003,SKU-0020,2023-09-11,2023-09-20,2023-08-30,2023-09-27,191,piece,6.71,1281.61,9
PO-0282,WH-0001,SKU-0054,2023-04-26,2023-04-28,2023-03-31,2023-06-27,364,piece,8.87,3228.68,2
PO-0283,WH-0003,SKU-0013,2023-09-04,2023-09-09,2023-09-01,2023-09-23,354,piece,36.35,12867.9,5
PO-0284,WH-0003,SKU-0006,2023-02-19,2023-02-24,2023-01-26,2023-03-03,255,piece,75.95,19367.25,5
PO-0285,WH-0002,SKU-0008,2023-08-11,2023-08-25,2023-07-14,2023-09-01,121,piece,36.29,4391.09,14
PO-0286,WH-0003,SKU-0041,2023-08-28,2023-09-10,2023-08-09,2023-11-09,345,piece,54.4,18768.0,13
PO-0287,WH-0002,SKU-0019,2023-11-25,2023-11-30,2023-11-15,2023-12-30,388,piece,25.99,10084.12,5
PO-0288,WH-0001,SKU-0072,2023-11-04,2023-11-10,2023-11-02,2024-11-09,352,piece,21.7,7638.4,6
PO-0289,WH-0003,SKU-0007,2024-03-13,2024-03-23,2024-02-26,2025-03-23,226,piece,12.07,2727.82,10
PO-0290,WH-0001,SKU-0041,2024-01-26,2024-02-09,2024-01-09,2024-04-09,406,piece,49.9,20259.4,14
PO-0291,WH-0001,SKU-0069,2023-11-04,2023-11-12,2023-10-29,2023-11-19,292,piece,31.76,9273.92,8
PO-0292,WH-0002,SKU-0060,2023-11-04,2023-11-17,2023-10-30,2023-12-17,79,piece,80.55,6363.45,13
PO-0293,WH-0002,SKU-0050,2024-07-24,2024-08-03,2024-07-19,2025-08-03,174,piece,41.27,7180.98,10
PO-0294,WH-0001,SKU-0048,2023-03-22,2023-03-31,2023-02-22,2023-05-30,97,piece,13.35,1294.95,9
PO-0295,WH-0001,SKU-0078,2023-02-22,2023-02-28,2023-02-09,2023-04-29,358,piece,40.58,14527.64,6
PO-0296,WH-0001,SKU-0076,2023-07-12,2023-07-26,2023-06-17,2023-08-09,420,piece,84.61,35536.2,14
PO-0297,WH-0001,SKU-0043,2024-05-05,2024-05-10,2024-04-07,2025-05-10,205,piece,95.25,19526.25,5
PO-0298,WH-0002,SKU-0016,2023-08-05,2023-08-10,2023-07-12,2024-02-06,432,piece,22.75,9828.0,5
PO-0299,WH-0003,SKU-0027,2023-09-06,2023-09-19,2023-08-17,2023-09-26,253,piece,93.69,23703.57,13
PO-0300,WH-0002,SKU-0049,2023-11-26,2023-12-10,2023-11-16,2024-01-09,288,piece,36.81,10601.28,14
PO-0301,WH-0003,SKU-0066,2023-11-12,2023-11-18,2023-10-31,2023-11-25,304,piece,76.96,23395.84,6
PO-0302,WH-0002,SKU-0041,2024-04-25,2024-05-09,2024-03-29,2024-07-08,154,piece,48.77,7510.58,14
PO-0303,WH-0002,SKU-0029,2023-02-16,2023-02-27,2023-01-19,2024-02-27,429,piece,30.12,12921.48,11
PO-0304,WH-0002,SKU-0054,2024-07-20,2024-07-31,2024-07-01,2024-09-29,201,piece,6.57,1320.57,11
PO-0305,WH-0003,SKU-0032,2023-08-24,2023-09-01,2023-08-05,2023-10-31,305,piece,10.22,3117.1,8
PO-0306,WH-0002,SKU-0063,2023-12-12,2023-12-18,2023-11-17,2023-12-25,420,piece,8.41,3532.2,6
PO-0307,WH-0003,SKU-0046,2024-04-16,2024-04-20,2024-03-23,2024-04-27,136,piece,15.22,2069.92,4
PO-0308,WH-0003,SKU-0070,2024-05-15,2024-05-19,2024-04-15,2024-05-26,378,piece,63.29,23923.62,4
PO-0309,WH-0001,SKU-0007,2023-02-04,2023-02-07,2023-01-08,2024-02-07,441,piece,7.63,3364.83,3
PO-0310,WH-0002,SKU-0020,2023-08-25,2023-08-28,2023-08-02,2023-09-04,54,piece,6.82,368.28,3
PO-0311,WH-0001,SKU-0079,2024-01-18,2024-01-20,2023-12-29,2024-03-20,297,piece,5.08,1508.76,2
PO-0312,WH-0003,SKU-0053,2023-01-07,2023-01-17,2022-12-20,2023-03-18,56,piece,10.1,565.6,10
PO-0313,WH-0003,SKU-0003,2023-10-09,2023-10-19,2023-09-29,2024-10-18,307,piece,53.69,16482.83,10
PO-0314,WH-0003,SKU-0023,2024-03-16,2024-03-30,2024-02-15,2024-05-29,104,piece,93.8,9755.2,14
PO-0315,WH-0002,SKU-0080,2023-06-02,2023-06-07,2023-05-26,2023-06-14,319,piece,45.85,14626.15,5
PO-0316,WH-0002,SKU-0011,2023-10-01,2023-10-15,2023-09-18,2023-12-14,241,piece,16.0,3856.0,14
PO-0317,WH-0001,SKU-0029,2024-08-01,2024-08-06,2024-07-09,2025-08-06,203,piece,39.4,7998.2,5
PO-0318,WH-0001,SKU-0049,2023-02-02,2023-02-05,2023-01-20,2023-03-07,243,piece,37.13,9022.59,3
PO-0319,WH-0003,SKU-0011,2023-01-10,2023-01-23,2023-01-04,2023-03-24,305,piece,15.28,4660.4,13
PO-0320,WH-0001,SKU-0013,2023-12-06,2023-12-17,2023-11-08,2023-12-31,320,piece,56.05,17936.0,11
PO-0321,WH-0001,SKU-0073,2023-08-05,2023-08-18,2023-07-07,2023-09-01,293,piece,7.02,2056.86,13
PO-0322,WH-0002,SKU-0005,2023-10-15,2023-10-25,2023-09-26,2023-12-24,141,piece,43.62,6150.42,10
PO-0323,WH-0002,SKU-0019,2023-01-17,2023-01-22,2022-12-29,2023-02-21,435,piece,29.65,12897.75,5
PO-0324,WH-0002,SKU-0073,2023-03-20,2023-03-26,2023-03-14,2023-04-09,173,piece,8.13,1406.49,6
PO-0325,WH-0003,SKU-0018,2024-07-07,2024-07-14,2024-06-24,2024-07-21,454,piece,57.59,26145.86,7
PO-0326,WH-0001,SKU-0045,2023-03-22,2023-04-01,2023-02-26,2023-05-01,77,piece,63.24,4869.48,10
PO-0327,WH-0002,SKU-0079,2023-03-19,2023-03-26,2023-02-27,2023-05-25,354,piece,4.49,1589.46,7
PO-0328,WH-0003,SKU-0058,2023-01-31,2023-02-12,2023-01-22,2023-02-26,301,piece,22.39,6739.39,12
PO-0329,WH-0003,SKU-0075,2024-01-20,2024-01-28,2024-01-14,2024-03-28,388,piece,44.06,17095.28,8
PO-0330,WH-0002,SKU-0010,2023-10-30,2023-11-13,2023-10-22,2024-01-12,92,piece,16.34,1503.28,14
PO-0331,WH-0001,SKU-0041,2023-06-07,2023-06-20,2023-05-25,2023-08-19,234,piece,42.24,9884.16,13
PO-0332,WH-0001,SKU-0035,2023-11-12,2023-11-21,2023-10-31,2024-01-20,102,piece,29.89,3048.78,9
PO-0333,WH-0001,SKU-0072,2024-03-17,2024-03-26,2024-02-28,2025-03-26,312,piece,17.57,5481.84,9
PO-0334,WH-0002,SKU-0012,2023-04-02,2023-04-09,2023-03-15,2024-04-08,355,piece,48.91,17363.05,7
PO-0335,WH-0003,SKU-0053,2024-01-30,2024-02-01,2024-01-20,2024-04-01,248,piece,14.87,3687.76,2
PO-0336,WH-0001,SKU-0067,2024-07-26,2024-07-31,2024-07-07,2024-08-30,136,piece,14.28,1942.08,5
PO-0337,WH-0001,SKU-0035,2023-05-23,2023-05-29,2023-05-13,2023-07-28,302,piece,30.12,9096.24,6
PO-0338,WH-0002,SKU-0039,2024-03-21,2024-03-27,2024-03-07,2025-03-27,297,piece,8.93,2652.21,6
PO-0339,WH-0002,SKU-0064,2023-09-15,2023-09-20,2023-08-22,2023-09-27,354,piece,82.57,29229.78,5
PO-0340,WH-0003,SKU-0001,2023-04-20,2023-04-24,2023-04-10,2023-06-23,252,piece,33.33,8399.16,4
PO-0341,WH-0003,SKU-0043,2024-01-25,2024-02-08,2023-12-28,2025-02-07,275,piece,72.07,19819.25,14
PO-0342,WH-0002,SKU-0078,2023-05-20,2023-05-26,2023-05-09,2023-07-25,405,piece,44.57,18050.85,6
PO-0343,WH-0002,SKU-0038,2023-07-01,2023-07-09,2023-06-20,2023-07-16,426,piece,39.59,16865.34,8
PO-0344,WH-0002,SKU-0042,2024-08-12,2024-08-26,2024-08-04,2024-09-09,242,piece,7.05,1706.1,14
PO-0345,WH-0003,SKU-0073,2024-01-09,2024-01-12,2023-12-10,2024-01-26,152,piece,8.22,1249.44,3
PO-0346,WH-0002,SKU-0071,2023-07-04,2023-07-16,2023-06-09,2023-07-30,63,piece,56.8,3578.4,12
PO-0347,WH-0002,SKU-0038,2023-08-03,2023-08-12,2023-07-08,2023-08-19,475,piece,39.55,18786.25,9
PO-0348,WH-0001,SKU-0039,2024-05-26,2024-05-30,2024-05-05,2025-05-30,173,piece,6.95,1202.35,4
PO-0349,WH-0002,SKU-0010,2024-03-09,2024-03-23,2024-02-25,2024-05-22,279,piece,22.67,6324.93,14
PO-0350,WH-0003,SKU-0065,2024-08-19,2024-08-27,2024-08-01,2024-09-10,495,piece,8.59,4252.05,8
PO-0351,WH-0001,SKU-0069,2023-02-07,2023-02-21,2023-01-26,2023-02-28,354,piece,38.61,13667.94,14
PO-0352,WH-0001,SKU-0046,2023-04-22,2023-05-06,2023-04-14,2023-05-13,135,piece,19.66,2654.1,14
PO-0353,WH-0002,SKU-0052,2024-07-30,2024-08-11,2024-07-08,2024-09-10,435,piece,4.35,1892.25,12
PO-0354,WH-0003,SKU-0034,2023-04-19,2023-04-21,2023-04-15,2024-04-20,163,piece,10.03,1634.89,2
PO-0355,WH-0002,SKU-0074,2024-07-25,2024-08-05,2024-07-02,2024-09-04,163,piece,17.9,2917.7,11
PO-0356,WH-0002,SKU-0076,2024-04-19,2024-05-03,2024-03-28,2024-05-17,403,piece,78.24,31530.72,14
PO-0357,WH-0001,SKU-0038,2023-01-26,2023-02-04,2023-01-22,2023-02-11,262,piece,43.48,11391.76,9
PO-0358,WH-0001,SKU-0045,2023-04-29,2023-05-12,2023-04-24,2023-06-11,209,piece,72.38,15127.42,13
PO-0359,WH-0003,SKU-0061,2024-06-17,2024-06-26,2024-06-05,2024-08-25,99,piece,12.74,1261.26,9
PO-0360,WH-0001,SKU-0039,2024-04-08,2024-04-15,2024-04-05,2025-04-15,72,piece,9.04,650.88,7
PO-0361,WH-0003,SKU-0014,2023-01-24,2023-01-31,2023-01-03,2023-03-02,396,piece,11.4,4514.4,7
PO-0362,WH-0002,SKU-0071,2023-09-07,2023-09-17,2023-09-01,2023-10-01,131,piece,42.96,5627.76,10
PO-0363,WH-0003,SKU-0052,2024-04-18,2024-04-23,2024-03-23,2024-05-23,372,piece,4.02,1495.44,5
PO-0364,WH-0002,SKU-0079,2024-03-18,2024-03-26,2024-03-17,2024-05-25,151,piece,4.61,696.11,8
PO-0365,WH-0003,SKU-0028,2024-02-03,2024-02-05,2024-01-11,2024-03-06,155,piece,8.92,1382.6,2
PO-0366,WH-0001,SKU-0069,2023-03-06,2023-03-17,2023-03-02,2023-03-24,145,piece,33.91,4916.95,11
PO-0367,WH-0002,SKU-0063,2024-04-13,2024-04-16,2024-04-04,2024-04-23,320,piece,9.62,3078.4,3
PO-0368,WH-0002,SKU-0076,2024-02-02,2024-02-13,2024-01-20,2024-02-27,108,piece,72.56,7836.48,11
PO-0369,WH-0003,SKU-0039,2023-06-26,2023-07-08,2023-06-03,2024-07-07,364,piece,8.21,2988.44,12
PO-0370,WH-0002,SKU-0031,2023-05-18,2023-05-25,2023-05-14,2023-11-21,206,piece,42.49,8752.94,7
PO-0371,WH-0002,SKU-0054,2023-05-25,2023-06-04,2023-05-12,2023-08-03,355,piece,6.52,2314.6,10
PO-0372,WH-0001,SKU-0069,2024-03-09,2024-03-13,2024-02-22,2024-03-20,405,piece,43.46,17601.3,4
PO-0373,WH-0002,SKU-0037,2024-07-22,2024-07-26,2024-07-06,2024-08-25,121,piece,44.23,5351.83,4
PO-0374,WH-0002,SKU-0063,2023-02-24,2023-03-03,2023-02-23,2023-03-10,119,piece,6.73,800.87,7
PO-0375,WH-0002,SKU-0064,2024-07-29,2024-08-08,2024-07-08,2024-08-15,259,piece,85.1,22040.9,10
PO-0376,WH-0001,SKU-0011,2024-03-30,2024-04-08,2024-03-24,2024-06-07,339,piece,10.19,3454.41,9
PO-0377,WH-0002,SKU-0029,2023-10-27,2023-10-29,2023-10-18,2024-10-28,325,piece,32.58,10588.5,2
PO-0378,WH-0003,SKU-0064,2024-08-02,2024-08-15,2024-07-08,2024-08-22,331,piece,78.63,26026.53,13
PO-0379,WH-0003,SKU-0070,2023-04-27,2023-05-03,2023-04-02,2023-05-10,471,piece,64.12,30200.52,6
PO-0380,WH-0002,SKU-0057,2023-02-12,2023-02-26,2023-01-19,2023-03-28,329,piece,6.82,2243.78,14
PO-0381,WH-0001,SKU-0032,2023-04-15,2023-04-28,2023-03-19,2023-06-27,202,piece,11.76,2375.52,13
PO-0382,WH-0001,SKU-0012,2024-04-05,2024-04-11,2024-03-24,2025-04-11,274,piece,54.85,15028.9,6
PO-0383,WH-0003,SKU-0076,2023-08-31,2023-09-05,2023-08-05,2023-09-19,402,piece,72.66,29209.32,5
PO-0384,WH-0001,SKU-0018,2024-03-14,2024-03-18,2024-02-23,2024-03-25,451,piece,40.2,18130.2,4
PO-0385,WH-0001,SKU-0069,2023-03-02,2023-03-13,2023-02-18,2023-03-20,193,piece,37.9,7314.7,11
PO-0386,WH-0003,SKU-0038,2023-11-28,2023-12-11,2023-11-18,2023-12-18,343,piece,32.21,11048.03,13
PO-0387,WH-0003,SKU-0053,2023-04-08,2023-04-12,2023-03-14,2023-06-11,80,piece,16.2,1296.0,4
PO-0388,WH-0002,SKU-0017,2023-05-10,2023-05-23,2023-04-12,2023-05-30,177,piece,6.55,1159.35,13
PO-0389,WH-0003,SKU-0051,2023-09-11,2023-09-25,2023-08-15,2024-03-23,300,piece,8.28,2484.0,14
PO-0390,WH-0001,SKU-0049,2023-10-03,2023-10-15,2023-09-19,2023-11-14,281,piece,28.9,8120.9,12
PO-0391,WH-0002,SKU-0036,2024-02-17,2024-02-27,2024-01-24,2024-03-28,405,piece,22.19,8986.95,10
PO-0392,WH-0003,SKU-0075,2024-04-10,2024-04-19,2024-03-30,2024-06-18,51,piece,54.93,2801.43,9
PO-0393,WH-0003,SKU-0046,2023-04-06,2023-04-19,2023-03-22,2023-04-26,485,piece,14.55,7056.75,13
PO-0394,WH-0002,SKU-0028,2024-02-12,2024-02-17,2024-01-29,2024-03-18,303,piece,8.88,2690.64,5
PO-0395,WH-0002,SKU-0017,2023-12-12,2023-12-22,2023-11-23,2023-12-29,339,piece,9.2,3118.8,10
PO-0396,WH-0001,SKU-0059,2023-02-19,2023-02-21,2023-02-15,2023-03-23,58,piece,21.12,1224.96,2
PO-0397,WH-0001,SKU-0055,2024-03-27,2024-04-05,2024-03-26,2024-05-05,153,piece,57.75,8835.75,9
PO-0398,WH-0002,SKU-0036,2023-11-06,2023-11-10,2023-10-09,2023-12-10,97,piece,19.73,1913.81,4
PO-0399,WH-0002,SKU-0022,2023-03-26,2023-04-02,2023-03-04,2023-04-16,76,piece,4.49,341.24,7
PO-0400,WH-0001,SKU-0012,2023-08-28,2023-09-05,2023-08-07,2024-09-04,410,piece,37.72,15465.2,8
PO-0401,WH-0002,SKU-0076,2024-05-03,2024-05-06,2024-04-28,2024-05-20,165,piece,78.95,13026.75,3
PO-0402,WH-0002,SKU-0044,2023-01-10,2023-01-12,2022-12-18,2024-01-12,468,piece,42.58,19927.44,2
PO-0403,WH-0001,SKU-0030,2023-05-16,2023-05-25,2023-05-13,2023-06-08,246,piece,10.56,2597.76,9
PO-0404,WH-0001,SKU-0039,2023-04-16,2023-04-23,2023-04-04,2024-04-22,120,piece,7.44,892.8,7
PO-0405,WH-0001,SKU-0073,2023-05-27,2023-05-30,2023-05-10,2023-06-13,54,piece,8.29,447.66,3
PO-0406,WH-0002,SKU-0028,2024-03-26,2024-04-02,2024-03-02,2024-05-02,371,piece,11.15,4136.65,7
PO-0407,WH-0003,SKU-0013,2024-03-29,2024-04-03,2024-03-26,2024-04-17,121,piece,52.34,6333.14,5
PO-0408,WH-0002,SKU-0041,2024-01-29,2024-02-05,2024-01-15,2024-04-05,455,piece,43.06,19592.3,7
PO-0409,WH-0002,SKU-0077,2023-03-28,2023-04-02,2023-03-10,2023-04-09,357,piece,57.45,20509.65,5
PO-0410,WH-0003,SKU-0039,2023-01-28,2023-02-09,2022-12-30,2024-02-09,155,piece,7.94,1230.7,12
PO-0411,WH-0001,SKU-0038,2023-07-13,2023-07-26,2023-06-30,2023-08-02,380,piece,28.54,10845.2,13
PO-0412,WH-0001,SKU-0031,2024-05-21,2024-05-29,2024-05-17,2024-11-25,305,piece,55.39,16893.95,8
PO-0413,WH-0003,SKU-0041,2024-06-24,2024-06-26,2024-06-12,2024-08-25,117,piece,49.17,5752.89,2
PO-0414,WH-0001,SKU-0023,2024-03-06,2024-03-13,2024-02-17,2024-05-12,440,piece,77.15,33946.0,7
PO-0415,WH-0001,SKU-0002,2023-01-18,2023-01-29,2023-01-15,2023-02-28,184,piece,11.35,2088.4,11
PO-0416,WH-0003,SKU-0065,2024-02-12,2024-02-22,2024-02-02,2024-03-07,442,piece,7.56,3341.52,10
PO-0417,WH-0002,SKU-0069,2024-02-16,2024-02-19,2024-01-26,2024-02-26,325,piece,38.23,12424.75,3
PO-0418,WH-0001,SKU-0066,2023-03-27,2023-04-02,2023-03-24,2023-04-09,154,piece,95.89,14767.06,6
PO-0419,WH-0003,SKU-0076,2024-07-03,2024-07-10,2024-06-20,2024-07-24,374,piece,88.03,32923.22,7
PO-0420,WH-0001,SKU-0056,2023-03-09,2023-03-15,2023-02-14,2023-05-14,423,piece,15.96,6751.08,6
PO-0421,WH-0003,SKU-0056,2023-03-01,2023-03-06,2023-02-26,2023-05-05,109,piece,12.83,1398.47,5
PO-0422,WH-0001,SKU-0023,2023-02-26,2023-03-04,2023-02-04,2023-05-03,111,piece,60.07,6667.77,6
PO-0423,WH-0003,SKU-0045,2023-01-12,2023-01-16,2022-12-27,2023-02-15,317,piece,78.87,25001.79,4
PO-0424,WH-0002,SKU-0017,2023-09-23,2023-09-27,2023-09-11,2023-10-04,433,piece,8.93,3866.69,4
PO-0425,WH-0002,SKU-0004,2023-05-01,2023-05-15,2023-04-02,2023-05-22,221,piece,21.06,4654.26,14
PO-0426,WH-0002,SKU-0074,2024-06-20,2024-06-23,2024-06-11,2024-07-23,371,piece,14.67,5442.57,3
PO-0427,WH-0002,SKU-0064,2024-06-07,2024-06-14,2024-06-05,2024-06-21,489,piece,80.72,39472.08,7
PO-0428,WH-0001,SKU-0014,2023-06-11,2023-06-17,2023-05-17,2023-07-17,343,piece,10.8,3704.4,6
PO-0429,WH-0001,SKU-0001,2023-08-22,2023-09-04,2023-08-05,2023-11-03,72,piece,42.41,3053.52,13
PO-0430,WH-0001,SKU-0047,2023-09-08,2023-09-10,2023-08-23,2023-09-17,246,piece,9.45,2324.7,2
PO-0431,WH-0002,SKU-0054,2023-02-06,2023-02-16,2023-01-11,2023-04-17,164,piece,7.21,1182.44,10
PO-0432,WH-0003,SKU-0010,2023-11-24,2023-11-30,2023-10-28,2024-01-29,342,piece,17.26,5902.92,6
PO-0433,WH-0001,SKU-0067,2023-02-23,2023-02-27,2023-02-15,2023-03-29,73,piece,15.96,1165.08,4
PO-0434,WH-0002,SKU-0040,2024-04-21,2024-04-27,2024-03-27,2024-10-24,217,piece,10.54,2287.18,6
PO-0435,WH-0003,SKU-0038,2023-01-09,2023-01-16,2023-01-02,2023-01-23,338,piece,41.13,13901.94,7
PO-0436,WH-0001,SKU-0076,2023-09-06,2023-09-15,2023-08-25,2023-09-29,302,piece,96.77,29224.54,9
PO-0437,WH-0002,SKU-0032,2024-07-13,2024-07-27,2024-06-17,2024-09-25,127,piece,7.63,969.01,14
PO-0438,WH-0001,SKU-0045,2023-01-25,2023-01-30,2023-01-07,2023-03-01,375,piece,90.87,34076.25,5
PO-0439,WH-0002,SKU-0049,2023-12-10,2023-12-12,2023-11-15,2024-01-11,484,piece,40.33,19519.72,2
PO-0440,WH-0001,SKU-0031,2023-04-17,2023-04-22,2023-03-31,2023-10-19,264,piece,51.78,13669.92,5
PO-0441,WH-0003,SKU-0012,2023-05-26,2023-06-08,2023-05-17,2024-06-07,72,piece,56.1,4039.2,13
